,formatted_address,replies,views,views_replies_ratio,last_posted_at,recency,latitude,longitude,replies_score,views_score,recency_score,views_replies_ratio_score,total_score
642,"Jalan Kuching, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",243,34110,0.00712401055408971,2020-04-20,93.0,3.228668,101.6711132,8,9,9,3,144
643,"Jalan Kuching, 68100 Batu Caves, Selangor, Malaysia",51,7242,0.007042253521126761,2018-12-22,578.0,3.2599959,101.6474196,6,6,7,3,36
644,"Jalan Kuching, Taman Sri Selayang, 68100 Batu Caves, Selangor, Malaysia",25,4029,0.0062050136510300325,2018-10-06,655.0,3.2378123,101.6704399,5,6,7,3,20
645,"Jalan Kuraman, Kampung Kuantan, 53000 :, Wilayah Persekutuan Kuala Lumpur, Malaysia",238,33743,0.00705331476158018,2020-05-05,78.0,3.2014617000000003,101.7092287,8,8,9,3,144
646,"Jalan Lengkuas 16/26, Seksyen 16, 40200 Shah Alam, Selangor, Malaysia",42,5108,0.007338923974186424,2014-12-31,2113.0,3.0536203,101.48551440000001,6,6,4,3,36
647,"Jalan MP 1, Tropicana Metropark, 47500 Subang Jaya, Selangor, Malaysia",231,45307,0.00587759257867001,2020-07-11,167.0,3.0723842999999995,101.5660493,8,9,9,3,144
648,"Jalan Mahkota, Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",1,2028,0.0004930966469428008,2010-03-29,3768.0,3.0401167,101.7829253,1,4,1,1,10
649,"Jalan Makmur, Taman Sri Gombak, 68100 Batu Caves, Selangor, Malaysia",166,27098,0.006125913351538859,2018-06-07,776.0,3.240081,101.701698,8,8,7,3,144
650,"Jalan Margosa SD 10/1e, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",0,469,0.0,2012-02-28,3067.0,3.1948673999999997,101.61313759999999,1,2,2,1,10
651,"Jalan Mas 1, Bukit Jalil, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",63,14007,0.004497751124437781,2013-01-14,2746.0,3.0610213,101.6489494,7,7,2,2,504
652,"Jalan Mawar, Taman Puchong Hartamas 2, 47100 Puchong, Selangor, Malaysia",204,34420,0.005926786751888437,2017-04-13,1196.0,3.0065247999999998,101.6241323,8,9,6,3,144
653,"Jalan Mega Kecil, Taman United, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52,3822,0.013605442176870748,2016-07-13,1470.0,3.081898,101.67139399999999,7,6,5,5,504
654,"Jalan Melaka Raya 23, Taman Melaka Raya, 75000 Melaka, Malaysia",12,771,0.01556420233463035,2014-06-20,2224.0,2.1821424,102.26274190000001,4,3,3,5,320
655,"Jalan Melati Kuarza 2, KL Timur, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",26,5112,0.005086071987480438,2020-05-02,81.0,3.2254572,101.7306113,5,6,9,2,20
656,"Jalan Melawati 1 Taman Melawati, Melawati, 53100 Kuala Lumpur, Selangor, Malaysia",269,39309,0.010908157879270892,2020-06-16,1710.0,3.2126193,101.746938,9,9,5,5,81
657,"Jalan Melawati 7B, 68000 Ampang, Selangor, Malaysia",38,4612,0.00823937554206418,2018-01-18,916.0,3.2231882,101.7553436,6,6,6,4,36
658,"Jalan Midah 8, Taman Midah, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",54,7324,0.0038033525848711084,2020-01-10,963.5,3.1026905,101.72975600000001,7,6,6,2,504
659,"Jalan Multimedia 7/Ah, I-city, 40000 Shah Alam, Selangor, Malaysia",51,5147,0.00990868467068195,2015-05-13,1897.0,3.0638654000000014,101.48485059999999,6,6,4,4,36
660,"Jalan Mutiara 1/4, Johor Bahru, 81300, Johor, 81300 Johor Bahru, Johor, Malaysia",2,726,0.0027548209366391185,2011-08-02,3277.0,1.51605,103.632974,2,3,1,1,4
661,"Jalan Nipah, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",21,2836,0.007404795486600846,2016-03-13,1592.0,3.1633499,101.7399946,5,5,5,3,20
662,"Jalan P9, Presint 7, 62000 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",19,1240,0.01532258064516129,2014-09-13,2139.0,2.9313965,101.6708952,5,4,3,5,20
663,"Jalan PBS 14/2, Taman Perindustrian Bukit Serdang, 43300 Seri Kembangan, Selangor, Malaysia",1228,200884,0.006112980625634695,2020-07-03,19.0,3.0438964,101.6929362,10,10,10,3,120
664,"Jalan PJS 11/10, Ss 10, 46150 Petaling Jaya, Selangor, Malaysia",20,952,0.02100840336134454,2011-08-21,3258.0,3.0809853,101.6055534,5,3,1,5,20
665,"Jalan PJS 11/6, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",1,736,0.001358695652173913,2013-11-28,2428.0,3.072284,101.6036392,1,3,3,1,10
666,"Jalan PJS 5/30, Pjs 2 Pusat Dagangan Petaling Jaya, 46150 Petaling Jaya, Selangor, Malaysia",4,2047,0.0019540791402051783,2010-09-21,3592.0,3.07858,101.6238859,3,5,1,1,60
667,"Jalan PJU 10/3C, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",394,81458,0.005017277004922686,2020-05-16,1338.0,3.1973335,101.5926257,9,9,6,2,81
668,"Jalan PJU 1A/20, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",42,20432,0.0020555990602975725,2019-05-14,435.0,3.1230482000000004,101.5767122,6,8,8,1,36
669,"Jalan PJU 1a/2, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",19,4362,0.004355800091701055,2020-07-01,21.0,3.1129845,101.576716,5,6,10,2,20
670,"Jalan PJU 1a/44, 47301 Petaling Jaya, Selangor, Malaysia",2,653,0.0030627871362940277,2013-11-30,2426.0,3.1092577,101.58803540000001,2,2,3,1,4
671,"Jalan PJU 1a/46, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",18,969,0.018575851393188854,2015-07-19,1830.0,3.1111807000000002,101.5811361,5,3,4,5,20
672,"Jalan PJU 1a/4a, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",113,13176,0.009372659200187134,2015-08-21,1852.5,3.1105107000000003,101.5856208,8,7,4,4,144
673,"Jalan PJU 1a/4f, Ss 7, 47301 Kelana Jaya, Selangor, Malaysia",337,66070,0.0051006508248827,2020-07-14,8.0,3.1087504,101.5922608,9,9,10,2,81
674,"Jalan PJU 5/20e, Pju 5 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",137,12020,0.011397670549084858,2020-03-17,127.0,3.1546895,101.5936936,8,7,9,5,144
675,"Jalan PJU 8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",903,173952,0.005191087196467991,2020-05-28,55.0,3.1722787999999995,101.6069672,10,10,9,2,120
676,"Jalan PJU 8/8, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",380,38136,0.00974325800067467,2020-03-25,542.5,3.1710166,101.61646529999999,9,9,7,4,81
677,"Jalan PJU 8/8A, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",561,96365,0.0031227038941954444,2020-07-14,185.0,3.1737363,101.6183058,9,9,9,1,81
678,"Jalan PJU 9/1, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",1,339,0.0029498525073746312,2019-05-23,426.0,3.1979764,101.61582609999999,1,1,8,1,10
679,"Jalan PP 4/2, Taman Putra Prima, 47100 Puchong, Selangor, Malaysia",31,3041,0.010194015126603092,2015-02-16,1983.0,2.9702217,101.58933459999999,6,5,4,4,36
680,"Jalan PS 7, Taman Prima Selayang, 68100 Selayang, Selangor, Malaysia",3,561,0.0053475935828877,2015-06-03,1876.0,3.2492921000000003,101.6489903,2,2,4,2,4
681,"Jalan PSK 3, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor, Malaysia",720,97457,0.007387873626317248,2018-12-02,598.0,3.0136557999999996,101.69943190000001,10,10,7,3,120
682,"Jalan Pahang, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4,595,0.0067226890756302525,2015-03-02,1969.0,3.1793191000000003,101.70075849999999,3,2,4,3,60
683,"Jalan Pahang, Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51,3223,0.015823766677008997,2019-09-02,324.0,3.185566,101.701509,6,5,8,5,36
684,"Jalan Pantai Permai, Bangsar South, 59200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",116,19319,0.006004451576168539,2020-07-09,13.0,3.1085515,101.66444770000001,8,8,10,3,144
685,"Jalan Pantai Sentral, Bukit Kerinchi, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",790,151253,0.00261826955582217,2019-12-02,608.0,3.101563,101.666579,10,10,7,1,120
686,"Jalan Paragon Utama 1, 68100, Selangor, Malaysia",1,1769,0.0005652911249293386,2013-01-25,2735.0,3.2340815,101.6411202,1,4,2,1,10
687,"Jalan Pekaka 8/6, Pekaka Seksyen 8 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",6,3239,0.0018524235875270144,2012-06-07,2967.0,3.1767367,101.5765563,3,5,2,1,60
688,"Jalan Pekeliling, 64000 Sepang, Selangor, Malaysia",29,2555,0.011350293542074364,2017-04-26,1183.0,2.7594144,101.7317775,6,5,6,5,36
689,"Jalan Pelangi 2, Sentul Pasar, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1072,86864,0.012341130963345,2020-04-20,93.0,3.2054617000000003,101.6895363,10,9,9,5,120
690,"Jalan Perak, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",5,1887,0.002649708532061473,2011-01-30,3461.0,3.1538574,101.7100207,3,4,1,1,60
691,"Jalan Perdana, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",77,14535,0.005297557619539044,2019-07-24,364.0,2.9256669,101.65043229999999,7,7,8,2,504
692,"Jalan Perhentian, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",2699,170749,0.015806827565607997,2020-07-09,13.0,3.1778531,101.68737519999999,10,10,10,5,120
693,"Jalan Permai, Genting Permai Avenue, 69000 Genting Highlands, Pahang, Malaysia",127,25750,0.0025166455294863667,2020-01-05,951.0,3.3851937999999993,101.77659859999999,8,8,6,1,144
694,"Jalan Persiaran Tanjung, Pengkalan Puteri, 79100 Nusajaya, Johor, Malaysia",2,1870,0.0010695187165775401,2012-12-03,2788.0,1.4125148,103.6548499,2,4,2,1,4
695,"Jalan Pinggiran, Jalan Taman Mas, 47130 Puchong, Selangor, Malaysia",7,1802,0.004505391052198243,2013-07-29,2629.0,2.9757414,101.5766492,3,4,2,2,60
696,"Jalan Pipit, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",11,2964,0.003256239335125646,2013-10-14,2767.0,3.067052,101.6241541,4,5,2,1,320
697,"Jalan Pipit, Bandar Puchong Jaya, 47170 Puchong, Selangor, Malaysia",22,5203,0.007558043407172802,2016-11-02,2265.0,3.06793,101.624031,5,6,3,3,20
698,"Jalan Pipit, Bukit Tandang, 47170 Puchong, Selangor, Malaysia",2,503,0.003976143141153081,2016-08-15,1437.0,3.0715934,101.62423199999999,2,2,5,2,4
699,"Jalan Prima Setapak 7, Taman Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52,8308,0.006259027443428021,2016-05-14,1530.0,3.1994491000000003,101.711348,7,7,5,3,504
700,"Jalan Prima Utama 1, Taman Puchong Prima, 47100 Puchong, Selangor, Malaysia",200,42004,0.0047614512903532994,2020-04-23,90.0,2.9969023,101.59896979999999,8,9,9,2,144
701,"Jalan Prima Utama 1, Taman Puchong Prima, 47150 Puchong, Selangor, Malaysia",68,26281,0.0025874205699935315,2012-08-23,2890.0,2.9955825000000003,101.5989551,7,8,2,1,504
702,"Jalan Puchong Mesra 2, Kampung Muhibbah, 58200 Puchong, Selangor, Malaysia",311,46798,0.006645583144578828,2020-03-06,138.0,3.0653541,101.65200490000001,9,9,9,3,81
703,"Jalan Puchong, Bandar Puchong Jaya, 47170 Puchong, Selangor, Malaysia",35,2871,0.012190874259839777,2016-10-05,1386.0,3.0452467999999997,101.6189168,6,5,6,5,36
704,"Jalan Puchong, Bandar Puchong Utama, 47100 Puchong, Selangor, Malaysia",20,1237,0.013972369000440334,2013-11-27,2554.5,3.0012333,101.62010190000001,5,4,3,5,20
705,"Jalan Puchong, Batu 13 1/2, 47100 Puchong, Selangor, Malaysia",3,730,0.00410958904109589,2011-02-24,3436.0,3.0090049999999997,101.6161128,2,3,1,2,4
706,"Jalan Puchong, Taman Kuchai, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1190,153288,0.007763164761755649,2020-04-14,99.0,3.0747297000000002,101.65919740000001,10,10,9,4,120
707,"Jalan Pulau Melaka 1, Taman Pulau Melaka, 75000 Melaka, Malaysia",52,8619,0.006033182503770739,2017-06-21,1127.0,2.1788347000000003,102.255778,7,7,6,3,504
708,"Jalan Puncak Gading, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",0,305,0.0,2015-07-30,1819.0,3.0783151,101.7309796,1,1,4,1,10
709,"Jalan Puncak Saujana 4/1, 43000 Kajang, Selangor, Malaysia",30,12159,0.002467308166790032,2017-04-13,1196.0,3.01936,101.8155518,6,7,6,1,36
710,"Jalan Puteri 4/7, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",44,7146,0.0061572907920514975,2020-02-13,160.0,3.0175664,101.61386999999999,6,6,9,3,36
711,"Jalan Putra B/4, 24000 Kemaman, Terengganu, Malaysia",0,432,0.0,2014-03-20,2316.0,4.1923799,103.41448630000001,1,2,3,1,10
712,"Jalan Putra Murni 3/1, Putra Heights, 47650 Subang Jaya, Selangor, Malaysia",3,294,0.01020408163265306,2014-09-22,2130.0,3.014841,101.57406929999999,2,1,3,4,4
713,"Jalan Putra Perdana 8/2, Taman Putra Perdana, 47130 Puchong, Selangor, Malaysia",0,363,0.0,2015-08-19,1799.0,2.9395816000000003,101.6060148,1,1,4,1,10
714,"Jalan Putra Permai Selesa, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor, Malaysia",53,7048,0.005467001589819049,2020-06-17,803.5,2.982975,101.66739129999999,7,6,7,2,504
715,"Jalan Putra, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",8,697,0.011477761836441894,2018-11-05,625.0,3.1670965,101.693702,3,3,7,5,60
716,"Jalan Raintree Utama, Taman Raintree, 68100 Batu Caves, Selangor, Malaysia",1797,121515,0.014788297741019626,2020-03-23,121.0,3.2452389999999998,101.68245959999999,10,10,9,5,120
717,"Jalan Raja Chulan, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",19,1897,0.010015814443858724,2011-05-13,3358.0,3.1495277,101.71388490000001,5,4,1,4,20
718,"Jalan Residen 3, Desa Parkcity, 52200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",74,15054,0.004915637039989372,2016-10-05,1386.0,3.1849772,101.63490290000001,7,8,6,2,504
719,"Jalan Riangria, Taman Gembira, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3,999,0.003003003003003003,2011-04-17,3384.0,3.0791126,101.6876775,2,3,1,1,4
720,"Jalan Robertson, Bukit Bintang, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3274,305249,0.01018854287052289,2020-06-09,891.5,3.1447096,101.70412979999999,10,10,7,4,120
721,"Jalan Robson, Taman Persiaran Desa, 50460 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",29,7756,0.003739040742650851,2018-05-08,806.0,3.124619,101.6854233,6,7,7,2,36
722,"Jalan SL 8/17, Taman Bukit Permai, 43000 Kajang, Selangor, Malaysia",68,9822,0.006923233557320301,2014-12-02,2059.0,3.0531702999999997,101.8007296,7,7,4,3,504
723,"Jalan SP 5/3, Taman Serdang Perdana, 43300 Seri Kembangan, Selangor, Malaysia",1,424,0.0023584905660377358,2017-09-03,1053.0,3.0405683999999997,101.7064439,1,2,6,1,10
724,"Jalan SS 15/3b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",128,11242,0.007839192315596185,2015-05-10,2665.5,3.0777367,101.5896397,8,7,2,4,144
725,"Jalan SS 16/1, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",705,102258,0.007350839623509044,2020-07-07,261.5,3.0813384,101.5817038,9,10,8,3,81
726,"Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",447,51317,0.008710563750803826,2018-04-30,814.0,3.1271804,101.61696440000001,9,9,7,4,81
727,"Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",767,118818,0.0064552508879126055,2019-10-30,266.0,3.101743,101.5989381,10,10,8,3,120
728,"Jalan SS 6/3, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",8,974,0.008213552361396304,2012-06-05,2969.0,3.1066703999999996,101.59977940000002,3,3,2,4,60
729,"Jalan Sagu 36, Taman Daya, 81100 Johor Bahru, Johor, Malaysia",41,10075,0.004069478908188586,2017-02-03,1265.0,1.5526266000000002,103.7632084,6,7,6,2,36
730,"Jalan Saujana Putra, Bandar Saujana Putra, 42610 Jenjarom, Selangor, Malaysia",9,1145,0.007860262008733625,2015-04-15,1925.0,2.9436195,101.5900397,3,3,4,4,60
731,"Jalan Saville, 47130, 47100 Puchong, Selangor, Malaysia",95,15053,0.006311034345313227,2018-08-16,706.0,2.9582326,101.616629,7,7,7,3,504
732,"Jalan Sayang 1, Taman Rasa Sayang, 43200 Cheras, Selangor, Malaysia",1435,227115,0.006318384959161658,2020-06-11,41.0,3.0717722999999997,101.7561878,10,10,9,3,120
733,"Jalan Segambut, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",117,28703,0.006863211011478144,2020-03-08,392.5,3.1856396,101.6684712,8,8,8,3,144
734,"Jalan Semarak Api 4, Taman Tai Onn, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",93,18011,0.0051635111876075735,2020-02-20,153.0,3.1972299,101.7075151,7,8,9,2,504
735,"Jalan Semenyih, 43500 Semenyih, Selangor, Malaysia",31,2645,0.011720226843100189,2017-12-14,951.0,2.9562949,101.8427897,6,5,6,5,36
736,"Jalan Semerah Padi, Taman Pertama, 55300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",14,1486,0.009421265141318977,2020-07-15,7.0,3.1086657000000004,101.73576159999999,4,4,10,4,320
737,"Jalan Sentosa 2, Taman Sri Sentosa, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",894,135312,0.006606952820148989,2020-06-20,32.0,3.0815283,101.66309059999999,10,10,9,3,120
738,"Jalan Sentul Pasar, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",20,1372,0.014577259475218658,2017-05-21,1158.0,3.2045102,101.6892833,5,4,6,5,20
739,"Jalan Sentul Pasar, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",823,106438,0.007732200905691576,2020-07-20,2.0,3.2037767,101.6898477,10,10,10,4,120
740,"Jalan Sepah Puteri 5/1, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",9,1150,0.00782608695652174,2013-07-03,2576.0,3.1587766,101.5876177,3,3,2,4,60
741,"Jalan Seri Taming 2A, Taman Koperasi Maju Jaya, 43200 Cheras, Selangor, Malaysia",18,839,0.021454112038140644,2015-02-28,1971.0,3.0485822,101.7527293,5,3,4,5,20
742,"Jalan Seri Timah, Taman Seri Timah, 43300 Seri Kembangan, Selangor, Malaysia",22,3233,0.006804825239715435,2019-12-24,211.0,3.0176224,101.7311064,5,5,8,3,20
743,"Jalan Seri Wangsa 1, Taman Sri Rampai, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1276,185792,0.006867895280744058,2020-07-17,5.0,3.1927241000000004,101.735587,10,10,10,3,120
744,"Jalan Seroja 7, Taman Seroja, 43900 Sepang, Selangor, Malaysia",9,2516,0.003577106518282989,2019-04-02,477.0,2.8293470000000003,101.7313546,3,5,7,2,60
745,"Jalan Setia Balakong, Taman Setia Balakong, 43300 Seri Kembangan, Selangor, Malaysia",36,1183,0.030431107354184278,2013-01-31,2729.0,3.015084,101.74761679999999,6,4,2,5,36
746,"Jalan Setia Murni U13/51, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",91,7840,0.011607142857142858,2020-07-03,19.0,3.1148894,101.45377940000002,7,7,10,5,504
747,"Jalan Sibu, Taman Wahyu, 68100 Batu Caves, Wilayah Persekutuan Kuala Lumpur, Malaysia",1,293,0.0034129692832764505,2017-04-09,1200.0,3.2100296000000004,101.6686941,1,1,6,1,10
748,"Jalan Sierra 10/1, Bandar 16 Sierra, 47100 Puchong, Selangor, Malaysia",59,8228,0.007170636849781235,2020-07-15,7.0,2.9738747,101.659442,7,7,10,3,504
749,"Jalan Sierra 10/1, Bandar 16 Sierra, 47120 Puchong, Selangor, Malaysia",509,77042,0.00660678590898471,2020-07-18,4.0,2.9735666000000003,101.6552865,9,9,10,3,81
750,"Jalan Sinar, Taman Naga Emas, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",1910,155772,0.012261510412654393,2019-10-03,293.0,3.0765751,101.69731829999999,10,10,8,5,120
751,"Jalan Solaris, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",600,105198,0.005703530485370444,2020-07-14,8.0,3.174465,101.65176899999999,9,10,10,2,81
752,"Jalan Sri Hartamas 17, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4,460,0.008695652173913044,2016-03-24,1581.0,3.1644,101.65875009999999,3,2,5,4,60
753,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",28,7279,0.0038466822365709574,2019-08-30,327.0,3.1060917999999997,101.7151379,5,6,8,2,20
754,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",441,58021,0.007600696299615657,2020-02-22,151.0,3.1022277999999996,101.7121157,9,9,9,3,81
755,"Jalan Sri Tasik Timur 7A, Perdana Lakeview East, 63000 Cyberjaya, Selangor, Malaysia",93,9250,0.010054054054054054,2017-01-04,1295.0,2.9213174,101.669624,7,7,6,4,504
756,"Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",530,49601,0.010685268442168504,2018-10-14,647.0,3.1366747999999998,101.68974279999999,9,9,7,5,81
757,"Jalan Suadamai 10/1, Tun Hussein Onn, 43200 Cheras, Selangor, Malaysia",345,28674,0.012031805817116551,2017-03-03,1237.0,3.041585,101.75093170000001,9,8,6,5,81
758,"Jalan Subang 1, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",219,38816,0.005642003297609234,2020-07-08,14.0,3.061728,101.5956882,8,9,10,2,144
759,"Jalan Subang Mas, Taman Subang Mas, 47620 Subang Jaya, Selangor, Malaysia",2,602,0.0033222591362126247,2012-04-11,3024.0,3.0570321,101.5574624,2,2,2,1,4
760,"Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",354,49081,0.005385634224018918,2020-05-06,721.0,3.1759746,101.6698202,9,9,7,2,81
761,"Jalan Sultan Ismail, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",86,11830,0.0072696534234995775,2019-08-25,332.0,3.1588849,101.69939000000001,7,7,8,3,504
762,"Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",12,1344,0.008928571428571428,2016-07-19,1464.0,3.1554045,101.7048006,4,4,5,4,320
763,"Jalan Sungai Besi, Lebuhraya Sungai Besi, wilayah persekutuan, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",435,64736,0.0067195996045477015,2020-05-25,58.0,3.0825792,101.70009499999999,9,9,9,3,81
764,"Jalan Sungai Besi, Taman Sungai Besi, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",8,1837,0.004354926510615134,2018-05-07,807.0,3.0894679,101.69735909999999,3,4,7,2,60
765,"Jalan Suria 7, Taman Suria, 43000 Kajang, Selangor, Malaysia",98,16919,0.005792304509722797,2019-10-21,275.0,3.0289878,101.78692590000001,7,8,8,2,504
766,"Jalan Suria Residen 1/1, Taman Kemacahaya, 43200 Cheras, Selangor, Malaysia",265,32889,0.009246553713691019,2020-02-16,1498.6666666666667,3.0785055,101.7766757,9,8,5,4,81
767,"Jalan Sutera Kuning, Taman Perling, 81200 Johor Bahru, Johor, Malaysia",13,2216,0.0058664259927797835,2019-11-27,238.0,1.4868451999999999,103.69281170000001,4,5,8,3,320
768,"Jalan TKS 1, Taman Kajang Sentral, 43000 Kajang, Selangor, Malaysia",20,1194,0.01675041876046901,2017-12-16,949.0,2.9777259,101.798741,5,4,6,5,20
769,"Jalan TP 3, Taman Perindustrian Uep, 47600 Subang Jaya, Selangor, Malaysia",19,2488,0.007636655948553055,2020-05-15,68.0,3.0422045,101.5699121,5,5,9,3,20
770,"Jalan Taman Seri Sentosa, Taman Sri Sentosa, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",539,86943,0.00619946401665459,2019-12-02,233.0,3.0760088,101.6563808,9,9,8,3,81
771,"Jalan Taman U Thant 4, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",115,14677,0.0040458767238953,2019-05-17,2208.0,3.1579879,101.7241775,8,7,3,2,144
772,"Jalan Tasik Permaisuri 2, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",0,687,0.0,2012-12-25,2766.0,3.0962918999999998,101.71733470000001,1,2,2,1,10
773,"Jalan Taylors, Bandar Sunway, 46150 Subang Jaya, Selangor, Malaysia",28,2993,0.008805801280940741,2018-01-18,2345.5,3.0590534,101.61580909999999,5,5,3,4,20
774,"Jalan Teknokrat 3, Cyber 4, 63000 Cyberjaya, Selangor, Malaysia",734,86922,0.008444352407905939,2020-06-19,33.0,2.9286172,101.654112,10,9,9,4,120
775,"Jalan Teknokrat 6, Cyber 5, 63000 Cyberjaya, Selangor, Malaysia",36,6335,0.005682715074980268,2012-08-03,2910.0,2.9195335,101.6575678,6,6,2,2,36
776,"Jalan Teknokrat 7, Cyber 5, 63000 Cyberjaya, Selangor, Malaysia",503,71286,0.007713393807162175,2020-07-09,302.5,2.9189203999999997,101.6577781,9,9,8,3,81
777,"Jalan Teknologi, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",5,2972,0.0016823687752355316,2014-10-02,2120.0,3.1507793,101.57499179999999,3,5,3,1,60
778,"Jalan Teknologi, Kota Damansara, Taman Sains Selangor, 47810 Petaling Jaya, Selangor, Malaysia",236,35774,0.006015671107565193,2019-09-27,983.5,3.1466462,101.5748251,8,9,6,3,144
