,name,replies,views,last_posted_at,len_name,weird_characters
626,AURORA DUO RESIDENCES @ BUKIT JALIL CITY,7,"1,513",2019-01-20 20:34:00,40,False
627,"WTS Senna 1, Bandar Seri Coalfields,Sungai Buloh",0,171,2019-01-18 12:57:00,48,False
629,Vesta View - Bandar Sri Putra,19,"3,146",2019-01-14 10:14:00,29,False
630,Star Avenue,34,"4,134",2019-01-14 09:16:00,11,False
632,CYBERJAYA CITY CENTRE,264,"22,502",2019-01-03 22:58:00,21,False
633,SKYZ RESIDENCE @ BANDAR PUCHONG JAYA,116,"15,718",2019-01-03 22:44:00,36,False
634,Modify apartment mailbox with number lock for airb,14,724,2019-01-03 21:13:00,50,False
635,STECMAL'S TAMAN DESA PROJECT,42,"3,920",2019-01-01 15:34:00,28,False
636,"Bandar Kinrara 2,4,5",0,268,2018-12-24 12:20:00,20,False
637,"PARAGON @ KL NORTHGATE, SELAYANG",51,"7,242",2018-12-22 20:40:00,32,False
638,TCS Arcadia,18,"2,052",2018-12-14 17:03:00,11,False
639,"LIDO RESIDENCY, JALAN LOKE YEW ",276,"40,009",2018-12-14 16:56:00,31,False
640,Alam Prima Apartment,43,"4,731",2018-12-11 16:49:00,20,False
641,KL GATEWAY SUITES,37,"5,412",2018-12-10 13:29:00,17,False
642,Rm250k condo in Cyberjaya,16,"1,903",2018-12-08 20:28:00,25,False
643,MAH SING'S TITIWANGSA KL PROJECT,737,"69,566",2018-12-07 10:31:00,32,False
644,HELP to give advice,22,853,2018-12-02 20:47:00,19,False
645,SK ONE RESIDENCE @ SERI KEMBANGAN ,720,"97,457",2018-12-02 13:05:00,34,False
646,Anggerik Villa,10,420,2018-11-30 00:43:00,14,False
647,Disadvantages of buying serviced residence,29,"2,325",2018-11-29 08:40:00,42,False
648,high rental yield property,47,"9,416",2018-11-09 13:38:00,26,False
649,KLCC vs KL Sentral,20,"2,148",2018-11-09 13:37:00,18,False
650,AEROFRONT CITY @ KLIA,13,575,2018-11-08 18:58:00,21,False
651,China Chinese Developers coming in,40,"2,806",2018-11-08 17:30:00,34,False
652,SEMANJA KEMUNING,0,360,2018-11-07 20:40:00,16,False
653,Property crowdfunding,172,"8,019",2018-11-07 17:42:00,21,False
655,Telok panglima garang,7,619,2018-11-07 09:58:00,21,False
656,Youth City Nilai,1,538,2018-11-06 12:38:00,16,False
657,"MI NEST RESIDENCE @ OFF JALAN SENTUL, KL",16,"2,936",2018-11-05 14:50:00,40,False
658,Tan Chong Jalan Putra mixed development,8,697,2018-11-05 10:08:00,39,False
659,Property within Walking distance to MRT Line 1,22,"1,992",2018-11-05 08:43:00,46,False
660,ROYAL GARDEN @ DUTAMAS,32,"2,395",2018-11-03 16:23:00,22,False
661,"WESTSIDE III, DESA PARKCITY ",5,"3,318",2018-11-03 16:00:00,28,False
662,Vision Residence Cyberjaya ,71,"7,465",2018-10-30 04:06:00,27,False
663,Rumah Selangorku @ Bandar Rimbayu,37,"13,875",2018-10-29 12:42:00,33,False
664,Buying property below 100k,40,"1,587",2018-10-27 12:55:00,26,False
665,low cost house,6,378,2018-10-26 18:59:00,14,False
666,"THE MATRIX @ SECTION 14, SHAH ALAM",9,"1,485",2018-10-26 18:23:00,34,False
668,Airbnb 3 rooms 1 bath,10,493,2018-10-25 18:13:00,21,False
669,Vision City,0,190,2018-10-25 16:45:00,11,False
670,Dutamas-KL Metropolis New Project,10,926,2018-10-25 15:47:00,33,False
671,LUSHWOODS TOWER & RESIDENCES @ OFF JALAN TUN RAZAK,10,503,2018-10-23 14:21:00,50,False
672,DK PROPERTIES new project in Bandar Sri Damansara,14,"2,566",2018-10-15 20:03:00,49,False
673,Help some questionnaires,0,99,2018-10-14 14:30:00,24,False
674,Sentral Residences I & II @ Tmn Kajang Sentral,530,"49,601",2018-10-14 11:50:00,46,False
675,UEM SUNRISE'S RM15 BILLION KEPONG PROJECT,90,"7,523",2018-10-12 12:13:00,41,False
676,ERA VS SAVIO DUTAMAS,4,411,2018-10-12 03:02:00,20,False
677,IDEAL PROPERTY'S PERSIARAN DUTAMAS PROJECT,24,"1,619",2018-10-11 21:15:00,42,False
678,Container House,2,291,2018-10-10 14:04:00,15,False
679,MKH CITY CENTRE | KAJANG 2 PHASE 3 | MERRIDIAN,86,"16,330",2018-10-08 15:11:00,46,False
680,7 Tree Seven Residen - Cheras,436,"55,694",2018-10-08 12:07:00,29,False
681,"The Heritage, Mines, Seri Kembangan",54,"12,280",2018-10-07 11:22:00,35,False
682,Bayu Puteri @ Tropicana,27,"4,649",2018-10-07 10:22:00,23,False
683,"RITZ AVENUE @ JALAN KUCHING, SELAYANG",25,"4,029",2018-10-06 16:35:00,37,False
684,10 STONOR,20,"4,486",2018-10-05 22:24:00,9,False
685,Camellia Residence @ Sungai Long,3,"1,247",2018-10-05 21:58:00,32,False
686,Puchong upcoming project,17,925,2018-10-05 08:51:00,24,False
687,Get good but cheap condo with less facilities,23,"1,413",2018-10-01 21:58:00,45,False
688,THE IVORY DUPLEX SIGNATURE SUITES @ SS2 PJ,27,"5,510",2018-09-30 15:17:00,42,False
689,KARAJAYA'S JALAN IPOH SENTUL TWIN TOWER PROJECT,27,"1,631",2018-09-28 20:00:00,47,False
690,V'Point Residence @ Cyberjaya,81,"11,258",2018-09-28 16:41:00,29,False
691,EMPORIA @ SHAH ALAM,32,"3,874",2018-09-24 11:33:00,19,False
692,THE LINC @ JALAN TUN RAZAK FUTURE PROJECT,27,"4,140",2018-09-22 00:39:00,41,False
693,"ARIA RIMBA @ SEKSYEN U10, SHAH ALAM",13,"1,036",2018-09-21 16:58:00,35,False
694,property planning,7,310,2018-09-19 16:49:00,17,False
695,I Bought An Apartment To Rent Out On Airbnb,56,"11,857",2018-09-16 23:54:00,43,False
696,COURT 28 @ OFF JALAN IPOH,72,"7,860",2018-09-10 19:24:00,25,False
697,"PALM HILL RESIDENCE, SUNGAI LONG NEW CONDO",228,"36,560",2018-09-10 04:31:00,42,False
698,MCL LAND'S WANGSA MAJU PROJECT,19,"2,213",2018-09-05 12:43:00,30,False
699,ANTARA RESIDENCE @ PUTRAJAYA,35,"6,058",2018-09-05 05:05:00,28,False
700,FACE @ Platinum Suite near KLCC,41,"9,791",2018-09-04 16:49:00,31,False
702,2 Hampshire KLCC,36,"1,724",2018-09-02 15:54:00,16,False
704,SRI MELINGER'S BANDAR MENJALARA PROJECT,10,619,2018-08-29 13:14:00,39,False
705,PERTIWI SQUARE @ SECTION 17 PETALING JAYA,30,"5,100",2018-08-28 01:04:00,41,False
706,"THE HILL @ KEMENSAH, AMPANG",5,406,2018-08-26 23:35:00,27,False
708,HAP SENG LAND'S 44-STOREY KLCC NEW PROJECT,11,"1,201",2018-08-21 14:23:00,42,False
709,MATRIX CONCEPT'S PUCHONG LAND ,389,"35,774",2018-08-19 22:38:00,30,False
710,Buying house price higher than selling,22,"1,223",2018-08-19 14:10:00,38,False
711,Canary Residence @ Cheras Hartamas,82,"15,025",2018-08-19 13:19:00,34,False
712,KIARA MAISON  @ MONT KIARA,21,"1,331",2018-08-16 16:37:00,26,False
713,Legasi Residen Kampong Bharu,26,"5,487",2018-08-16 12:11:00,28,False
714,"SAVILLE D'LAKE, PUCHONG",95,"15,053",2018-08-16 08:48:00,23,False
715,DK GROUP'S SRI DAMANSARA PROJECT,3,396,2018-08-14 22:31:00,32,False
716,Looking for completed project ,17,748,2018-08-14 20:29:00,30,False
717,Aster Residence Cheras,1,499,2018-08-06 08:22:00,22,False
718,PLATINUM SUITES KUALA LUMPUR ,71,"16,644",2018-08-01 14:10:00,29,False
719,ARMARI RESIDENCES @ METRO PRIMA KEPONG,15,975,2018-07-31 06:48:00,38,False
720,Looking for completed project with high rebate,4,511,2018-07-17 10:57:00,46,False
721,MALAYSIA MIGHT INCREASE PRICE FLOOR FOR FOREIGNERS,72,"2,565",2018-07-14 14:39:00,50,False
722,Your own stay home choice,4,684,2018-07-12 16:24:00,25,False
723,Property location,1,243,2018-07-11 15:21:00,17,False
724,SYMPHONY CITI @ OLD KLANG ROAD,95,"6,636",2018-07-08 20:38:00,30,False
725,Positive Cash Flow,11,980,2018-07-07 11:20:00,18,False
726,Need opinion,38,"1,025",2018-07-05 21:32:00,12,False
727,ANDANA @ D'ALPINIA PUCHONG ,199,"28,707",2018-07-05 01:50:00,27,False
728,Calling out for all Emville Golf Resort landholder,8,"1,613",2018-07-01 12:51:00,50,False
729,PARAMOUNT CORP'S ASIA JAYA SEC 14 PETALING JAYA,18,"1,810",2018-06-28 11:20:00,47,False
730,symphony height,24,"3,759",2018-06-26 18:29:00,15,False
731,LEGASI JUBILEE,18,"1,880",2018-06-22 11:10:00,14,False
732,CHOON TIAN'S JALAN SUNGAI BESI PROJECT,22,"3,567",2018-06-21 12:58:00,38,False
733,SHL-MARUBENI SG LONG CONDOMINIUMS,30,"3,142",2018-06-20 14:14:00,33,False
734,Kinrara landed,18,897,2018-06-19 17:18:00,14,False
735,OSK PROPERTY'S KLCC JALAN AMPANG PROJECT,18,"1,389",2018-06-18 21:24:00,40,False
736,URBAN 360° SUITES @ SRI GOMBAK ,166,"27,098",2018-06-07 23:15:00,31,False
737,EMERALD HILLS LAKEFRONT CONDOMINIUMS @ ALAM DAMAI,32,"2,773",2018-06-07 11:41:00,49,False
738,Arte X @ Salak Expressway,29,"2,573",2018-06-06 21:35:00,25,False
739,DESA VALLEY KUALA LUMPUR,99,"9,699",2018-06-04 15:41:00,24,False
740,Affordable housing Capital Appreciation,8,754,2018-06-03 20:18:00,39,False
742,Malay Reserved Land Development,42,"3,243",2018-05-28 15:37:00,31,False
743,Need advice - purchase subsale property,0,245,2018-05-27 14:39:00,39,False
744, urgent comment for the house in USJ 2,5,474,2018-05-13 20:42:00,38,False
745,Check out Huainan's amazing Piano House,0,192,2018-05-11 00:27:00,39,False
746,ROBSON HILL RESIDENCY,29,"7,756",2018-05-08 20:01:00,21,False
747,AVENUE 8 RESIDENCE @ SUNGAI BESI,8,"1,837",2018-05-07 12:56:00,32,False
748,PR1MA MONT KIARA,81,"8,089",2018-05-05 02:33:00,16,False
749,BANDAR BUKIT MAHKOTA SEMI D,7,"3,169",2018-05-04 19:14:00,27,False
750,Homestay Licence,6,"1,190",2018-05-04 15:24:00,16,False
751,ATRIA SOFO SUITES @ DAMANSARA JAYA,447,"51,317",2018-04-30 00:30:00,34,False
752,Buying my first home in Mont Kiara need sifus help,113,"14,719",2018-04-28 01:22:00,50,False
753,Property hunt @ Near to JB custom,12,557,2018-04-26 14:41:00,33,False
754,Condo in Klang,4,339,2018-04-24 15:27:00,14,False
755,Puncak Alam landed property,20,982,2018-04-23 16:05:00,27,False
756,"PEARL RESIDENCES, NORTH MONT KIARA",28,"1,819",2018-04-23 14:01:00,34,False
757,KIP CITY @ KL NORTH,23,"1,366",2018-04-19 11:12:00,19,False
758,FUTURE TOWNSHIP BY PERDANA PARKCITY IN SG LONG,71,"5,240",2018-04-18 10:39:00,46,False
759,Parklane Service Apartments and shoplots,"1,277","213,324",2018-04-18 09:53:00,40,False
760,Dual-Key Condo Units in KL,10,"2,265",2018-04-16 22:12:00,26,False
761,Puchong Shop Office Lot,4,356,2018-04-14 14:42:00,23,False
762,Ara Damansara,75,"14,572",2018-04-12 19:06:00,13,False
763,PV @ WANGSA MAJU REDEVELOPMENT PLAN,38,"4,059",2018-04-11 13:09:00,35,False
764,Floating Bungalow@ OKR,6,779,2018-04-07 16:43:00,22,False
765,Comments about LBS Property Developer,0,323,2018-04-01 19:49:00,37,False
767,Affordable House Project under Goverment or State,5,256,2018-03-26 16:51:00,49,False
768,SETIA FEDERAL HILL @ BANGSAR,42,"7,449",2018-03-10 16:06:00,28,False
769,"What do you think about Amaya Maluri, Cheras",16,"1,111",2018-03-09 00:09:00,44,False
770,ASET KAYAMAS' CENTRAL CHERAS PROJECT,160,"14,637",2018-03-08 11:14:00,36,False
771,Buying first new house,36,"2,740",2018-03-07 12:11:00,22,False
772,SOUTHVILLE CITY | QUESTA SERVICED RESIDENCE,12,894,2018-03-06 22:41:00,43,False
773,LUMI SECTION 13 @ PETALING JAYA,18,"5,125",2018-03-05 16:13:00,31,False
774, Investing in a property / moving out,11,459,2018-03-04 15:13:00,37,False
775,AKISAMA'S SRI PETALING PROJECT,72,"4,644",2018-03-03 16:10:00,30,False
776,PPA1M for Pensioner Children,5,522,2018-03-03 02:24:00,28,False
777,QUANTUM QUEST @ JALAN TUN RAZAK,18,"2,684",2018-03-01 21:06:00,31,False
778,"Anggun City, Rawang",99,"12,927",2018-03-01 16:50:00,19,False
780,Sunway GEO Residences 3,8,"1,027",2018-02-21 17:48:00,23,False
781,Proton City Development - Tanjung Malim,16,"1,673",2018-02-20 14:08:00,39,False
782,HAP SENG LAND'S SRI PETALING PROJECT,41,"4,206",2018-02-15 11:58:00,36,False
783,Bayu Idaman @ Bukit Kemuning,8,929,2018-02-13 11:42:00,28,False
784,RUBICON SOVO @ GATEWAY KLANG,21,"1,847",2018-02-12 22:27:00,28,False
786,JL99'S NEW SRI RAMPAI PROJECT,11,"1,202",2018-02-09 16:03:00,29,False
787,Looking for landed properties,130,"5,653",2018-02-07 17:24:00,29,False
788,Purchase Enquiry,10,411,2018-02-06 13:02:00,16,False
789,The Address Phase 2,0,283,2018-02-05 15:36:00,19,False
790,MK27 MONT KIARA,27,"1,854",2018-02-02 15:29:00,15,False
791,THE ZIZZ RESIDENCE @ DAMANSARA NORTH,47,"17,627",2018-02-01 23:15:00,36,False
792,Houses below RM350k,20,"1,102",2018-01-30 21:13:00,19,False
793,Garden Plaza @ Cyberjaya ,0,145,2018-01-30 20:32:00,25,False
794,New Project in Jalan Yap Kwan Seng,7,728,2018-01-30 20:15:00,34,False
795,"CALLING ALL ""THE WAVE"" MELAKA OWNERS",7,"1,011",2018-01-30 07:25:00,36,False
796,3rdnvenue at Jalan Ampang Area,2,392,2018-01-26 17:15:00,30,False
798,T-Junction House,20,858,2018-01-25 10:50:00,16,False
800,Taman Widuri Sungai Jawi,0,102,2018-01-22 16:04:00,24,False
801,Old vs. New & The Unknown *Location factor*,16,880,2018-01-22 10:35:00,43,False
803,JL99'S TAMAN METROPOLITAN KEPONG PLOT 2,26,"4,384",2018-01-21 00:09:00,39,False
804,Tenant runs aircond 12 hours per day,57,"7,302",2018-01-20 19:59:00,36,False
805,SkyVilla Condo @ D'island,3,761,2018-01-20 01:53:00,25,False
806,D'latour @ sunway,5,637,2018-01-18 23:05:00,17,False
807,16 Quartz 3 Stry Courtyard Villa,38,"4,612",2018-01-18 01:14:00,32,False
808,Seruling Apartment,9,"4,822",2018-01-15 23:07:00,18,False
809,LIBERTY ARC @ AMPANG UKAY l Studio,0,874,2018-01-14 23:03:00,34,False
810,Dua Manjalara,49,"13,644",2018-01-14 09:13:00,13,False
812,Freehold or Leasehold,8,465,2018-01-09 10:22:00,21,False
814,Bumi Lot for appreciation,40,"1,351",2017-12-29 14:50:00,25,False
816,Kajang 2 Double Storey Landed,14,"1,102",2017-12-23 22:35:00,29,False
817,Property investment,5,649,2017-12-23 15:30:00,19,False
819,Riana Green Tropicana Condominiun,42,"4,468",2017-12-20 16:19:00,33,False
820,SERIKA SKY HOMES @ KAJANG,20,"1,194",2017-12-16 17:03:00,25,False
821,TRIVILLION @ KAJANG EAST,31,"2,645",2017-12-14 13:06:00,24,False
822,SELAYANG SENTRAL PARK,18,787,2017-12-10 17:55:00,21,False
823,Airbnb kl city,1,227,2017-12-10 13:25:00,14,False
824,TCS ARCADIA @ BANDAR SAUJANA PUTRA,4,311,2017-12-09 13:20:00,34,False
825,ATLANTIS RESIDENCES KOTA LAKSAMANA MELAKA,2,207,2017-12-09 11:42:00,41,False
826,If Soho/Sovo/Sohai not cover under HDA,38,"4,377",2017-12-06 23:43:00,38,False
827,THE BOTANIKA @ BUKIT JALIL COUNTRY RESORT,75,"5,498",2017-12-05 19:26:00,41,False
828,Andaman Diamond Residence@Serdang,155,"19,511",2017-12-02 21:37:00,33,False
829,Property agent required in ipoh,0,196,2017-11-29 12:35:00,31,False
830,Looking for Landed Property,38,"1,624",2017-11-29 10:34:00,27,False
831,Property investment,6,477,2017-11-29 10:29:00,19,False
832,THE ESSENCE SOFO | HARBOUR VALLEY D'SARA PERDANA,99,"10,716",2017-11-29 00:07:00,48,False
833,KLCC First Sky Pool Villas - Imperial Lexis KL,2,775,2017-11-28 09:48:00,46,False
834,Rent To Own scheme,14,"1,075",2017-11-28 09:45:00,18,False
835,SUHATI GROUP'S PROJECT OFF JALAN IPOH,7,893,2017-11-27 21:16:00,37,False
836,Parc @ One South,835,"107,884",2017-11-22 19:22:00,16,False
837,PR1MA JALAN LOKE YEW ,11,"3,246",2017-11-22 11:07:00,21,False
838,"BEAUMONT @ KINGSLEY HILLS, PUTRA HEIGHTS",5,906,2017-11-21 14:40:00,40,False
839,isit good to buy,9,630,2017-11-21 13:32:00,16,False
841,"Villa Crystal Condo @ South Desa Park, KL",13,"1,673",2017-11-13 05:58:00,41,False
842,Pantai Sentral Park @ Bangsar South,0,390,2017-11-12 18:48:00,35,False
843,Next hotspot in KL or KV in next 5-10 years,143,"9,329",2017-11-12 15:00:00,43,False
844,PANTAI MID-LEVELS KUALA LUMPUR,23,"1,646",2017-11-11 02:32:00,30,False
845,"TIMUR BAYU CONDOMINIUMS @ BERJAYA PARK, SHAH ALAM",12,869,2017-11-10 16:14:00,49,False
846,"RESIDENSI GURNEYMAS, RUMAWIP ",39,"8,333",2017-11-08 21:19:00,29,False
848,Way to selling property below market value,10,811,2017-11-07 13:03:00,42,False
849,Tiara Damansara @ 17/1 PJ,16,"1,687",2017-11-04 20:45:00,25,False
850,SKYSANCTUARY @ SETAPAK | SKYGARDEN RESIDENCES,10,"1,092",2017-11-02 09:32:00,45,False
851,TITIJAYA EATON PERSIARAN STONOR PROJECT,2,909,2017-11-02 09:29:00,39,False
852,IMPRESSION KUALA LUMPUR,3,469,2017-10-31 11:09:00,23,False
853,Looking for house in semenyih,6,321,2017-10-31 09:08:00,29,False
855,YTL BRICKFIELDS DEVELOPMENT,32,"5,383",2017-10-30 16:09:00,27,False
856,Tackling Home-Ownership Issue,4,381,2017-10-27 09:24:00,29,False
857,THE FINS @ PUCHONG,7,489,2017-10-27 00:03:00,18,False
858,Malay Reserve Land and Bumiputera House & Property,47,"23,214",2017-10-26 18:33:00,50,False
859,The Olive - Sunsuria City - Xiamen University Mala,3,"1,699",2017-10-26 14:28:00,50,False
860,New Project going to launch @ KL Sentral,3,441,2017-10-26 12:10:00,40,False
861,Aman Height,10,727,2017-10-25 19:32:00,11,False
862,Edushphere@ Cyberjaya,16,"1,302",2017-10-25 12:16:00,21,False
863,IMPIANA HILLS @ CHERAS,109,"11,019",2017-10-21 16:21:00,22,False
864,D'RITZ RESIDENCY @ KUCHAI LAMA,34,"6,384",2017-10-13 17:08:00,30,False
866,Subsale Landed Property Intro,13,623,2017-10-09 10:59:00,29,False
867,Low Entry Price Bangkok Condo,2,431,2017-10-04 13:03:00,29,False
868,OLIVINA RESIDENCES @ TTDI ALAM IMPIAN,117,"10,796",2017-09-27 10:02:00,37,False
869,"Looking 1st property for own stay,【below 400k】",56,"6,393",2017-09-26 02:49:00,46,False
870,ELYSIUM @ SECTION 13 SHAH ALAM,71,"5,383",2017-09-24 22:52:00,30,False
871,BANDAR KINRARA 6B PROPERTIES BESIDE RIMBUN PROJECT,1,"1,279",2017-09-20 09:24:00,50,False
872,CENTRAL PARK RESIDENCES @ THE SPHERE BANGSAR SOUTH,33,"3,245",2017-09-19 20:23:00,50,False
873,Help needed-Investment property in KL,16,"1,299",2017-09-17 19:06:00,37,False
874,ASIE'S PEKELILING FLATS REDEVELOPMENT,108,"16,607",2017-09-13 23:09:00,37,False
875,"Royalle Condominium, Bukit Segambut",187,"26,478",2017-09-06 16:43:00,35,False
876,MH Unilodge kampar,13,"3,138",2017-09-06 04:50:00,18,False
877,R2 @ PARKCITY TOWNCENTRE,91,"7,776",2017-09-06 03:02:00,24,False
879,"skyvilla apartment, serdang seri kembangan",1,424,2017-09-03 06:10:00,42,False
880,Inheritance tax,23,"1,392",2017-09-02 13:06:00,15,False
881,Sunnyside Vale in Sungai Long,118,"23,210",2017-08-30 10:25:00,29,False
882,Kuantan water resorts city @ New investment projec,0,362,2017-08-27 18:44:00,50,False
883,Cheras Centre Point Residence,146,"17,881",2017-08-26 22:30:00,29,False
885,"Fadason Serviced Apartment, Taman Fadason",20,"3,416",2017-08-24 09:30:00,41,False
886,what are the houses available near PPUM,5,528,2017-08-23 00:08:00,39,False
887,Bad landlord has bad intention to con my deposit,96,"13,003",2017-08-22 20:09:00,48,False
888,Landed House Size,5,706,2017-08-14 11:48:00,17,False
890,Ria @ Amaniah Mulia Serviced Residences,26,"3,895",2017-08-11 13:49:00,39,False
891,Nilai Property Investment,105,"14,078",2017-08-10 21:15:00,25,False
892,Land Banking,148,"13,957",2017-08-09 19:11:00,12,False
893,New Development in Cheras,49,"2,012",2017-08-09 15:10:00,25,False
894,Any feedback for Ramada meridian johor bahru,0,356,2017-08-09 02:18:00,44,False
895,LBS BINA'S SERI KEMBANGAN MIXED DEVELOPMENT,16,"2,001",2017-08-08 10:30:00,43,False
897,Crestin Park Kajang,149,"21,789",2017-08-07 20:30:00,19,False
899,You One @ Subang Jaya,610,"66,468",2017-08-04 08:02:00,21,False
901, Maybank Conventional Loan,3,984,2017-07-30 21:34:00,26,False
902,ViiA RESIDENCES | KL ECO CITY | SP SETIA,27,"3,036",2017-07-28 19:44:00,40,False
903,Rumah Selangorku @ Bandar Botanic : Laman Impian,14,"13,171",2017-07-22 10:52:00,48,False
904,Iris Residence Utar Sungai Long,0,772,2017-07-20 21:55:00,31,False
905,Sentoria-Global Heritage,4,823,2017-07-20 00:28:00,24,False
906,Invest Factory,4,956,2017-07-20 00:26:00,14,False
908,Landed Freehold property for own-stay,59,"3,284",2017-07-18 16:31:00,37,False
909,Selling property,18,"1,398",2017-07-18 16:14:00,16,False
910,Looking for property,26,"2,705",2017-07-18 16:06:00,20,False
911,Purchase Landed Property in KL / Selangor,13,740,2017-07-17 21:09:00,41,False
912,LF > New landed house in Klang Valley below RM600k,13,"1,443",2017-07-10 15:16:00,50,False
913,SEMARAK CITY | THE PADANG | RENTAK | PUNCAK,194,"28,170",2017-07-03 17:33:00,43,False
915,Encorp Strand Residences,148,"9,466",2017-06-24 22:57:00,24,False
917,"SWARA @ KL SOUTH, BANDAR TUN HUSSEIN ONN, CHERAS",18,974,2017-06-23 09:48:00,48,False
918,SUBANG SOHO,49,"10,521",2017-06-22 00:02:00,11,False
919,Pulau melaka and gateway melaka,52,"8,619",2017-06-21 01:14:00,31,False
920,Best ROI -Rental Return Properties,33,"5,696",2017-06-15 09:46:00,34,False
921,Best project in kl,16,743,2017-06-09 19:48:00,18,False
922,The Zizz@Damansara or Residensi Setiawangsa,21,"3,241",2017-06-09 16:43:00,43,False
923,"Found a DSLH landed property 10% BMV, need opinion",41,"1,810",2017-06-09 13:54:00,50,False
924,Taman Melati Utama PV Condo,5,430,2017-06-07 09:01:00,27,False
926,CHYMES @ PERSIARAN GURNEY,70,"17,501",2017-06-02 23:31:00,25,False
927,Best Parks in Housing Project,7,600,2017-06-02 15:49:00,29,False
928,Kota Kemuning: Lagoon Residences- Apartment Suites,24,"8,005",2017-06-01 22:37:00,50,False
929,Property Talk,20,909,2017-05-31 11:37:00,13,False
930,3 Towers Jln Ampang STUDIO Office Suites,11,"2,604",2017-05-25 10:42:00,40,False
931,"ECO ARDENCE, SETIA ALAM","2,211","241,577",2017-05-23 01:34:00,23,False
932,BESTEEL'S AFFORD. MIXED DEV OFF JALAN SENTUL PASAR,20,"1,372",2017-05-21 12:14:00,50,False
933,"""RM3,500 PSF STILL RELATIVELY CHEAP FOR KLCC""",47,"4,435",2017-05-18 08:34:00,45,False
934,M CAHAYA @ SUBANG,34,"2,400",2017-05-18 00:52:00,17,False
935,Sublet Agreement,10,544,2017-05-16 19:56:00,16,False
936,NK RESIDENCES @ NORTH KIARA,151,"21,137",2017-05-07 10:41:00,27,False
937,HUNDREDS OF SKYSCRAPERS COMING TO KLCC MARKET,16,"6,229",2017-05-05 15:53:00,45,False
938,Owning a Property in Bandar Sunway,0,359,2017-05-04 11:59:00,34,False
939,Home Purchase in Malaysia,7,454,2017-04-27 15:37:00,25,False
940,SEPANG INTERNATIONAL CITY,29,"2,555",2017-04-26 00:27:00,25,False
941,D Pines condominium bad news,16,"1,529",2017-04-24 09:38:00,28,False
942,New condo maintenance fee deposit and sinking fund,3,376,2017-04-20 23:52:00,50,False
943,"Not Return my Deposit in Dpluze,Cyberjaya",16,"1,086",2017-04-20 12:24:00,41,False
944,MAXIM JALAN KUCHING ,42,"1,750",2017-04-20 09:23:00,20,False
947,The Apple @ Melaka,10,"1,793",2017-04-14 12:33:00,18,False
948,"THE GRID, 21 KIA PENG ",276,"31,091",2017-04-14 10:40:00,22,False
949,Embun residence 4 storey town house,30,"12,159",2017-04-13 19:17:00,35,False
950,HIJAUAN PUTERI APARTMENTS Bdr Puteri Puchong,204,"34,420",2017-04-13 11:28:00,44,False
951,NEW RED BRICKS DOUBLE STOREY HOUSE,37,"2,910",2017-04-11 20:37:00,34,False
952,THE GEMS @ IOI RESORT CITY,26,"2,419",2017-04-10 00:11:00,26,False
953,Rumahwip seri wahyu,1,293,2017-04-09 00:08:00,19,False
954,"Taman Cassa Maya @ Sg. Dua, Butterworth Penang",3,"2,328",2017-04-08 14:27:00,46,False
955,Transfer Ownership Charges,0,225,2017-04-03 17:15:00,26,False
957,Looking for a condo/studio/service apartment.,2,320,2017-04-03 11:48:00,45,False
958,Taman Insaniah @ BDB LAND KUALA KETIL,0,263,2017-04-03 11:10:00,37,False
959,1Petaling @ Jalan Sungai Besi,69,"16,734",2017-03-30 16:18:00,29,False
961,591 Damansara,39,"4,328",2017-03-14 14:13:00,13,False
962,Pinnacle Sri Petaling,4,"1,387",2017-03-14 09:56:00,21,False
963,PAR 3 CONDOMINIUM & VILLA @ IOI RESORT CITY,48,"5,980",2017-03-13 23:02:00,43,False
964,LBS Indigo Homes,53,"8,100",2017-03-13 13:00:00,16,False
965,New VPed Condominiums in Klang Valley 2016-2017,12,"1,131",2017-03-11 23:29:00,47,False
966,"How much ""feng shui"" of a house",26,"2,997",2017-03-10 21:39:00,31,False
968,"Summer - S2 Height, Seremban 2",338,"36,866",2017-03-05 00:48:00,30,False
969,S2 Heights Aviva Green Semi-D,67,"15,478",2017-03-05 00:47:00,29,False
970,RIVERSIDE GALLERIA @ OLD KLANG ROAD,48,"8,054",2017-03-04 11:52:00,35,False
971,LUMIERE @ BANDAR TUN HUSSEIN ONN,345,"28,674",2017-03-03 22:40:00,32,False
972,Perfection Of Charge & Transfer,4,"3,242",2017-03-02 09:58:00,31,False
974,H EDUCITY @ BANDAR SETIA ALAM,25,"2,055",2017-02-27 16:35:00,29,False
975,Transfer house ownership,10,"2,924",2017-02-27 14:18:00,24,False
976,Subsale Undercon,0,248,2017-02-24 17:42:00,16,False
977,"Desa Residency, Kuchai Lama",37,"3,898",2017-02-21 11:37:00,27,False
978,SETIA ECOHILL  ,"2,021","234,500",2017-02-20 07:51:00,15,False
979,JAYA ONE EVOLUTION @ SEC.13 PJ ,104,"24,358",2017-02-18 17:50:00,31,False
980,STUDY ON SMART HOME,0,176,2017-02-18 14:47:00,19,False
981,Condos in Taman Desa,0,322,2017-02-17 13:29:00,20,False
982,Sierra Selayang,2,302,2017-02-16 20:38:00,15,False
983,THREE28 @ TUN RAZAK ,76,"17,621",2017-02-16 17:59:00,20,False
984,"ARC, Austin Hills JB",41,"10,075",2017-02-03 14:39:00,20,False
