,name,replies,views,last_posted_at,len_name,weird_characters
1346,Kajang and Semenyih are the next GROWTH CENTRE,254,"58,811",2015-05-11 17:55:00,46,False
1347,Developer failed to obtain CCC,4,793,2015-05-10 16:53:00,30,False
1348,"Ascenda Residence, SkyArena",1,835,2015-05-10 14:17:00,27,False
1349,GRAND SOHO DAMANSARA,9,760,2015-05-10 11:35:00,20,False
1350,BIJI SQUARE @ SUBANG JAYA,124,"10,040",2015-05-10 01:10:00,25,False
1351,Bukit Beruntung & Bukit Sentosa,8,"4,806",2015-05-09 20:49:00,31,False
1352, Agent's commission,2,383,2015-05-08 20:17:00,19,False
1354,Factors to consider when investing in property,0,221,2015-05-07 21:32:00,46,False
1355,The Robertson Pudu,3,358,2015-05-07 16:56:00,18,False
1356,Annual Singapore-Malaysia Leaders' Retreat,1,337,2015-05-06 15:38:00,42,False
1357,Landed Property in K.V. is 800k by 2020,53,"5,081",2015-05-05 20:37:00,39,False
1358,Laman Puchong,85,"10,520",2015-05-05 16:13:00,13,False
1359,Casa Dahlia Apartment 208K,25,"4,576",2015-05-04 08:22:00,26,False
1360,UKAY SPRING,8,"2,738",2015-05-03 01:41:00,11,False
1361,GOOD PROPERTY INVESTMENT,0,257,2015-05-02 21:11:00,24,False
1362,"Odora townhouse for rent, puchong south",1,320,2015-05-02 11:31:00,39,False
1363,"Bumi Discount, Bumi Lot, Bumi Quota",9,"1,079",2015-05-02 10:05:00,35,False
1364,Pacific Place Ara Damansara,34,"3,123",2015-05-02 08:10:00,27,False
1365,REDEVELOPMENT OF BANDAR UTAMA DRIVING RANGE,10,"1,549",2015-05-01 21:03:00,43,False
1366,GOOD PROPERTY INVESTMENT,0,475,2015-05-01 14:40:00,24,False
1367,new factory at rawang,0,432,2015-04-30 12:47:00,21,False
1368,Cheras Condo Pre-Launch,1,540,2015-04-23 18:44:00,23,False
1369,MRCB'S PROPOSED SETAPAK CITY,6,744,2015-04-23 09:35:00,28,False
1370,Tiara sentral @ Nilai Utama Enterprise Park,1,298,2015-04-22 23:10:00,43,False
1372,Cahaya SPK precinct 6,82,"8,388",2015-04-20 19:27:00,21,False
1373,E-Suite SOHO Freehold Selayang,40,"4,743",2015-04-19 18:43:00,30,False
1374,Low Cost Housing/Apt Project,3,346,2015-04-16 17:33:00,28,False
1375,Pinnacle @ Petailing Jaya,1,409,2015-04-16 17:02:00,25,False
1376,Vipod KLCC Owners Unite,4,840,2015-04-16 07:02:00,23,False
1377,BSP 21 @Puchong,9,"1,145",2015-04-15 18:59:00,15,False
1378,-deleted-,21,"1,242",2015-04-15 15:49:00,9,False
1379,LATITUD 8 @ JALAN AMPANG ,99,"13,150",2015-04-14 14:05:00,25,False
1380,New SOFO project coming soon at Desa Park North,10,672,2015-04-12 11:29:00,47,False
1381,Conman In Malaysia,1,512,2015-04-09 23:53:00,18,False
1382,GUH properties,1,476,2015-04-09 09:23:00,14,False
1383,How to claim back the syabas & tnb deposit,4,835,2015-04-07 08:25:00,42,False
1384,162 RESIDENCY SELAYANG PHASE 2,2,391,2015-04-05 23:48:00,30,False
1385,Sign SnP but not loan agreement,7,797,2015-04-03 18:26:00,31,False
1386,Upcoming Condominiums in 2016,38,"3,158",2015-03-28 22:55:00,29,False
1388,IMPORTANT: Phase 3 Nadayu 92 to sign petition,18,"1,800",2015-03-27 01:01:00,45,False
1389,Desa Gembira,0,290,2015-03-26 16:01:00,12,False
1390,Casa Mon't @ Shah Alam,5,421,2015-03-26 15:25:00,22,False
1391,"BabyNyonya Resort Home@Jasin,Melaka",0,227,2015-03-26 01:00:00,35,False
1393,Kajang property prospect,41,"4,454",2015-03-17 02:57:00,24,False
1394,Taman Melawati New Project,28,"2,744",2015-03-15 14:48:00,26,False
1395,H20 Block D ,3,466,2015-03-15 11:34:00,12,False
1397,Sentral Bazar @ Nilai 3,1,463,2015-03-12 16:02:00,23,False
1398,"J. BIZ POINT @ SECTION 7, SHAH ALAM",2,510,2015-03-11 00:27:00,35,False
1399,J.DUCHESS SUITE @ WANGSA MAJU,3,681,2015-03-10 23:18:00,29,False
1400,London Property - United Kingdom,1,285,2015-03-09 14:41:00,32,False
1401,Goodview Heights @ Sungai Long South,3,"1,423",2015-03-09 12:02:00,36,False
1402,"Nadi 15 @ Diplomatic Enclave, Putrajaya",0,270,2015-03-09 11:37:00,39,False
1403,Pr1ma vs investment,22,"2,058",2015-03-08 10:46:00,19,False
1404,Pusat Perniagaan Prima Klang,0,219,2015-03-06 10:04:00,28,False
1405,Purchasing a remortgage house,7,426,2015-03-05 16:25:00,29,False
1406,Growth Rate of Property Price in Klang Valley,0,324,2015-03-04 10:06:00,45,False
1407,Bangsar Area,0,273,2015-03-03 16:38:00,12,False
1408,EKOAVENUE @ JALAN PAHANG,4,595,2015-03-02 14:45:00,24,False
1410,Apartments near KLCC,4,725,2015-03-01 02:24:00,20,False
1411,Affortable FH in Cheras Tmn Korperasi Majujaya,18,839,2015-02-28 22:03:00,46,False
1413, Bukit Rimau Area,9,448,2015-02-27 21:34:00,17,False
1414,17 SHOPPING MALLS OPENING IN KLANG VALLEY IN 2015,80,"8,613",2015-02-26 16:47:00,49,False
1415,subsales property investment,3,328,2015-02-26 15:40:00,28,False
1417,"New Service Residence @ Bandar Baru Sentul, KL",17,"2,805",2015-02-17 10:11:00,46,False
1418,3E taman putra prima,31,"3,041",2015-02-16 11:03:00,20,False
1419,MORE WOMEN ARE VENTURING INTO PROPERTY INVESTMENTS,12,943,2015-02-15 01:22:00,50,False
1420,Planning to buy a property in Bangkok,21,"1,801",2015-02-13 17:26:00,37,False
1422,THE EARTH @ BUKIT JALIL,29,"8,714",2015-02-11 14:57:00,23,False
1423,VIRTUE COURT'S JALAN KOLAM AIR PROJECT,2,278,2015-02-11 00:01:00,38,False
1424,The wharf retail mall puchong,20,"3,163",2015-02-10 08:26:00,29,False
1425,Purchasing First House,27,"1,587",2015-02-08 22:24:00,22,False
1426,Cukai Tanah & Cukai Pintu Rate for Landed Strata,3,794,2015-02-08 10:23:00,48,False
1427,Armaya Terrace in Bandar Botanic West,217,"27,128",2015-02-07 00:15:00,37,False
1428,Seventh Cove@Iskandar,1,236,2015-02-06 17:06:00,21,False
1429,D'sara Sentral-live the lifestyle of the future,4,369,2015-02-06 12:04:00,47,False
1430,China-Malaysia Pasir Gudang Industrial Park,4,367,2015-02-05 14:44:00,43,False
1431,Unipark Condominium Phase 2 @ Bangi,57,"7,189",2015-02-03 17:27:00,35,False
1433,ASCENDA@SKYARENA SETAPAK,0,246,2015-02-02 12:31:00,24,False
1434,THE LARGEST SINGLE PROJECT IN KL SUBURB,8,566,2015-02-02 00:27:00,39,False
1435,Corner Shoplot @ The Core Damansara for sale,0,157,2015-02-01 22:24:00,44,False
1436,Advise needed from TaikoS & SifuS,1,284,2015-02-01 20:46:00,33,False
1437,Temasya Glenmarie Kasih Apt by INP,18,"2,878",2015-01-30 21:16:00,34,False
1439,Nusa Suria @ Shah Alam 2,33,"7,361",2015-01-27 10:25:00,24,False
1440,SOHO & APARMENTS @ BANDAR SERI PUTRA BANGI,13,881,2015-01-21 15:06:00,42,False
1441,2015: REAL ESTATE INDUSTRY - CHALLENGES & PROBLEMS,0,301,2015-01-21 15:06:00,50,False
1442,Park First / Storage First,0,342,2015-01-20 15:18:00,26,False
1443,Luxury Condo Bukit Rahman Putra,0,330,2015-01-18 13:43:00,31,False
1444,Southville City - New Launch Project in Bangi,0,191,2015-01-16 18:58:00,45,False
1445,Southville City New Launch Properties,0,239,2015-01-16 17:15:00,37,False
1446,"KIARA HARMONI 3, BUKIT PRIMA PELANGI",12,"1,342",2015-01-16 13:24:00,36,False
1447,Number of Tenants Allowed In a House,16,749,2015-01-10 09:24:00,36,False
1448,BRDB IN TALKS TO REDEVELOP SSTWO MALL,23,"1,868",2015-01-08 08:08:00,37,False
1449,buying a second house,13,589,2015-01-06 21:21:00,21,False
1450,Looking for property to invest,14,867,2015-01-05 15:32:00,30,False
1451,Pangsapuri orchid - puchong prima,9,397,2015-01-02 17:55:00,33,False
1452,BRDB SUBANG/BATU TIGA URBAN DEVELOPMENTS,37,"3,542",2015-01-02 11:37:00,40,False
1453,MITRAJAYA'S PUCHONG WEST MIXED DEVELOPMENT,15,"1,291",2015-01-01 00:13:00,42,False
1454,WEST LAKE @ PUCHONG,11,907,2014-12-31 22:14:00,19,False
1455,"KEN RIMBA CONDOMINIUM 1 AND 2, SHAH ALAM",38,"4,458",2014-12-31 16:05:00,40,False
1456,hi any recomandation,23,"1,362",2014-12-31 11:20:00,20,False
1457,Penaga Mas,7,"1,724",2014-12-30 15:26:00,10,False
1458,New Properties Launch 2015,18,"3,133",2014-12-29 16:50:00,26,False
1459,Most foreign buyers of Iskandar homes,49,"1,904",2014-12-29 11:43:00,37,False
1460,Ara Greens - basement n ground floor collapse,7,"1,550",2014-12-28 15:31:00,45,False
1461,What do you do with your empty land,38,"1,793",2014-12-27 18:45:00,35,False
1462,NEW PROPERTY IN BBK,17,934,2014-12-24 00:27:00,19,False
1463,"When property depreciate, will this happen in",53,"3,901",2014-12-23 20:48:00,45,False
1464,Need advice on buying house,61,"2,227",2014-12-19 11:25:00,27,False
1465,Cahaya spk,13,932,2014-12-18 12:41:00,10,False
1466,Subang / USJ / PJS,14,407,2014-12-17 08:10:00,18,False
1467,Tuff Question,9,391,2014-12-16 13:36:00,13,False
1469,UNIFI Internet,0,113,2014-12-15 21:38:00,14,False
1471,THE HAMMOCK @ AMPANG,9,"1,427",2014-12-14 02:44:00,20,False
1472,MLTA VS MRTA,5,412,2014-12-13 23:10:00,12,False
1473,The Puri Tower - Bandar Bukit Puchong,136,"17,280",2014-12-13 20:23:00,37,False
1474,ASTHETIK RESIDEN @ SUNGAI BESI,55,"3,501",2014-12-07 17:27:00,30,False
1476,Puncak Saujana Kajang,11,"5,471",2014-12-04 13:30:00,21,False
1477,Sungai long new project GOOD VIEW,68,"9,822",2014-12-02 09:34:00,33,False
1478,PHOENIX STORM PROJECT @ KLCC,17,"1,613",2014-12-01 13:54:00,28,False
1479,Funtasy Island,5,290,2014-11-30 22:47:00,14,False
1480,iHome - Proeprty News,0,225,2014-11-29 16:54:00,21,False
1481,SETIA ECOHILL ,"2,012","82,257",2014-11-29 08:50:00,14,False
1483,WTA Is there any posibility to sell your property,11,531,2014-11-25 14:45:00,49,False
1484,ONE SOHO vs Scott SOHO,7,"1,404",2014-11-25 09:46:00,22,False
1485,New Developement in Genting Klang,67,"8,959",2014-11-25 06:35:00,33,False
1486,New Project Old Klang Road,14,924,2014-11-24 14:27:00,26,False
1487,Malaysia Property Golden Era 2010 - 2020,133,"15,543",2014-11-21 11:14:00,40,False
1489,Room Rental - Contract,5,274,2014-11-18 12:08:00,22,False
1490,"Good to invest **New condo,Southville city,Bangi**",1,212,2014-11-17 17:05:00,50,False
1491,How To Renew Your Lease in Selangor,23,941,2014-11-17 11:03:00,35,False
1492,KIARA HARTAMAS,26,"2,118",2014-11-16 12:04:00,14,False
1493,NEW RESIDENCE @ PANTAI HILLPARK,35,"6,897",2014-11-16 12:01:00,31,False
1494,FIRST MANSION @ PETALING STREET,37,"4,031",2014-11-15 23:49:00,31,False
1495,SUNWAY vs ECOWORLD vs SP SETIA,0,188,2014-11-15 14:42:00,30,False
1496,Sri Sinar Residence @ Segambut,84,"12,714",2014-11-14 03:14:00,30,False
1497,Opinion Needed - Budget 550K,2,256,2014-11-13 20:00:00,28,False
1498,Cheras Taman Cuepacs Link for Sale,2,164,2014-11-13 13:09:00,34,False
1499,Villa Crystal segambut,11,"1,016",2014-11-11 11:10:00,22,False
1500,Nasacity - JB township by IJM,80,"2,251",2014-11-08 18:08:00,29,False
1501,New launch project in KL areas,4,293,2014-11-07 22:29:00,30,False
1502,Window On The Park,"3,789","361,984",2014-11-06 14:40:00,18,False
1503,Migrant children,1,112,2014-11-04 23:42:00,16,False
1504,any condo recomandation at dutamas area for invest,30,"1,260",2014-11-04 17:25:00,50,False
1505,D'Maxim T Alam Damai,5,524,2014-11-04 14:52:00,20,False
1506,Rawang idaman for sale,2,152,2014-11-04 11:38:00,22,False
1507,Investing in Gateway Kiaramas,1,181,2014-11-03 23:57:00,29,False
1508,Green Haven Iskandar Malaysia - Smart home system,1,225,2014-11-03 23:50:00,49,False
1509,Studio apartment in KL,27,"1,549",2014-11-03 01:41:00,22,False
1510,Desa Nilai 3 by Hatia Group,26,"2,826",2014-10-31 17:49:00,27,False
1511,PAVANA RESIDENCE MELAKA,2,388,2014-10-30 19:31:00,23,False
1512,Symphony Heights Condominium Selayang For Sale,1,296,2014-10-16 15:04:00,46,False
1513,New Semenyih 3Sty House Pre-Launch,73,"2,384",2014-10-16 00:50:00,34,False
1514,Subang Andaman,89,"12,175",2014-10-14 21:03:00,14,False
1516,Cyberjaya New Project,1,224,2014-10-13 21:29:00,21,False
1517,9ine Cheras @ Cheras Batu 9,114,"6,994",2014-10-13 00:32:00,27,False
1518,Kajang East New Project,5,615,2014-10-09 23:23:00,23,False
1519,CYBERJAYA MUTIARA VILLE INVESTMENT TALK,15,679,2014-10-09 12:44:00,39,False
1520,PENANG'S IVORY GROUP BUYS 10+ ACRE LAND IN SG BESI,10,596,2014-10-09 11:03:00,50,False
1521,"Casa Green Sri Minang,cheras few more Unit left",0,176,2014-10-08 15:26:00,47,False
1522,Property Recommendation - Klang Valley,41,"1,499",2014-10-07 01:52:00,38,False
1523,ParkHill Bukit Jalil,7,"1,478",2014-10-07 00:02:00,20,False
1525, - House Number 13,44,"1,185",2014-10-03 20:27:00,18,False
1526,Subang USJ/Sunway/Subang Jaya,41,"2,023",2014-10-03 19:15:00,29,False
1527,SETIA ECOHILL ,"1,978","100,531",2014-10-03 14:46:00,14,False
1528,Arte+ Jalan Ampang,0,229,2014-10-03 12:28:00,18,False
1529,Kajang: Lets Unite Against Malfunction of Council,25,"1,203",2014-10-03 08:34:00,49,False
1530,KL Eco City by SP Setia,45,"9,669",2014-10-02 15:55:00,23,False
1531,Lagoon Perdana,26,"2,070",2014-10-02 11:53:00,14,False
1532,Casa Residenza @ Kota Damansara nr Segi College,5,"2,972",2014-10-02 07:47:00,47,False
1533,Water Chalets and Hotel Tower for Sales,0,165,2014-10-01 20:56:00,39,False
1534,"New condo launching soon, jalan kuari, cheras",361,"34,748",2014-10-01 18:52:00,45,False
1535,"bukit robson condo, robson condo, seputeh permai",25,"3,975",2014-09-30 11:39:00,48,False
1536,Casabella bungalow @ Kota Damansara,1,263,2014-09-26 18:58:00,35,False
1537,LAUNCHING MIX DEVELOPMENT Kajang South,7,473,2014-09-26 16:50:00,38,False
1538,Cheap Rooms for Rent Seksyen 16 Shah Alam,2,242,2014-09-26 12:27:00,41,False
1539,buying properties under company's name,36,"3,193",2014-09-26 01:53:00,38,False
1540,Exclusive Property & Feng Shui Talk,0,175,2014-09-23 13:11:00,35,False
1541,waive the stamp duty,5,285,2014-09-22 16:58:00,20,False
1542,Putra Residence at Puchong South,3,294,2014-09-22 08:53:00,32,False
1543,"Rhythm Avenue, USJ 19",20,"2,175",2014-09-22 00:53:00,21,False
1544,New Light Industrial Factory for Sale at Kapar,0,129,2014-09-22 00:05:00,46,False
1546,Sunville Bangi,5,828,2014-09-19 10:34:00,14,False
1547,Setia Eco Hills and Setia Emas @ Semenyih,16,"4,429",2014-09-18 13:04:00,41,False
1548,Sp Setia properties,2,891,2014-09-18 09:43:00,19,False
1549,Cyberjaya New Launch,1,272,2014-09-18 03:43:00,20,False
1550,Foreigner buying property in Selangor,15,"1,062",2014-09-17 01:51:00,37,False
1551,Vista Damai KLCC ,29,"2,536",2014-09-15 09:08:00,17,False
1552,CYBERJAYA LIGHT RAIL TRANSIT ,19,"1,240",2014-09-13 01:16:00,29,False
1553,"Master title, Strata title",64,"4,499",2014-09-11 19:43:00,26,False
1554,Alam Impian Community Forum,0,199,2014-09-11 12:48:00,27,False
1555,Botania @ Saujana Rawang,267,"43,963",2014-09-11 12:43:00,24,False
1556,Rent to own schema for PR1MA,0,189,2014-09-10 20:49:00,28,False
1557,The Haven Lakeside Residences,120,"14,441",2014-09-09 22:09:00,29,False
1558,2014 Any new launch property at 150k,40,"2,639",2014-09-09 15:37:00,36,False
1559,seri maya 2.4k semi furnished option to purchase,9,479,2014-09-09 09:51:00,48,False
1560,How much your Maintenance Fees,20,"1,490",2014-09-03 16:38:00,30,False
1562,Are new development selling like hot cake.,11,"1,231",2014-09-02 19:04:00,42,False
1564,SERVICED APARTMENTS @ PLAZA LOW YAT,2,426,2014-09-02 01:28:00,35,False
1565,"28 residence @ beverly heights, Ampang.",10,"1,258",2014-09-01 20:19:00,39,False
1566, Termite Baiting System,1,158,2014-08-29 12:59:00,23,False
1567,Property Talk,4,426,2014-08-27 22:49:00,13,False
1568,Strata Title Transfer fees in Malaysia,18,"21,369",2014-08-25 17:16:00,38,False
1569,Vista Impiana Bukit Serdang,11,514,2014-08-23 23:48:00,27,False
1570,Advise from Seniors,51,"1,991",2014-08-22 00:18:00,19,False
1571,Inquiry Purchase House at Singapore,1,172,2014-08-21 16:54:00,35,False
1572,Taman Tun 2-storey terrace,33,"1,521",2014-08-21 13:50:00,26,False
1573, Need lawyer help,2,205,2014-08-20 17:24:00,17,False
1574,Lagoon homes Kemuning,2,345,2014-08-20 17:01:00,21,False
1575,Which insurance company better for house loan,4,351,2014-08-19 23:42:00,45,False
1577,how much it cost,0,214,2014-08-16 19:41:00,16,False
1580,YARL RESIDENCE @ OLD KLANG ROAD,53,"5,003",2014-08-13 17:55:00,31,False
1583,southbank residence @ old klang road,0,286,2014-08-12 14:10:00,36,False
1584,One setapak project by ntp development,41,"6,728",2014-08-04 23:09:00,38,False
1585,Looking> Budget Flat / Apartment / Condo,0,175,2014-08-04 22:39:00,40,False
1586,WTA buying house,4,227,2014-08-04 21:42:00,16,False
1587,Advise to pay cash for new medium cost flat,1,267,2014-08-02 01:47:00,43,False
1588,PROPERTY PRICES TO KEEP RISING,84,"3,373",2014-08-01 15:47:00,30,False
1593,Cahaya Alam Semi D Bungalow,2,392,2014-07-23 12:30:00,27,False
1594,Beneficial Real Estate Investment Companies,3,197,2014-07-22 07:36:00,43,False
1595,"Palma Apartment, Bandar Botanic, Klang",1,195,2014-07-22 02:37:00,38,False
1596,Property which rental could cover the instalment,120,"6,050",2014-07-20 21:58:00,48,False
1597,"Shop Apartment, Bandar Bukit Tinggi",3,216,2014-07-19 10:15:00,35,False
1598,KEN RIMBA,4,650,2014-07-18 17:12:00,9,False
1599,Selayang Condominium,0,238,2014-07-14 15:02:00,20,False
1600,Newly Launch Property in 2014,29,"2,362",2014-07-13 20:52:00,29,False
1601,"Marina Bay @D'Wadihana, Iskandar Zone A",4,329,2014-07-11 18:23:00,39,False
1602,Bandar seri coalfields - DURANTA,0,196,2014-07-10 21:01:00,32,False
1604,EcoMajestic @ Semenyih ,"1,996","138,987",2014-07-09 10:12:00,23,False
1605,"Emblem@Hawthorn, Melbourne",4,302,2014-07-07 12:02:00,26,False
1606,Mahkota cheras price seems to be quite affordable,22,"3,185",2014-07-07 11:41:00,49,False
1607,PANDORA ON THE HILL @ DESA SERDANG,102,"7,828",2014-07-07 00:33:00,34,False
1608,Melaka New Properties,1,212,2014-07-01 17:56:00,21,False
1611,HSR KL terminal location & its effect on property,23,"1,689",2014-06-30 10:24:00,49,False
1612,Seeking for new prop recommend me plz,12,619,2014-06-27 07:14:00,37,False
1613,New Launch Properties,14,954,2014-06-25 08:48:00,21,False
1614,Condo for investment,33,"1,796",2014-06-24 23:15:00,20,False
1615,Home prices going down,64,"3,761",2014-06-23 22:39:00,22,False
1616,Property Investment,5,312,2014-06-21 11:15:00,19,False
1617,Investment In a New Service Apartment in Malacca,12,771,2014-06-20 12:31:00,48,False
1618,Country Hills Residences @RAWANG,3,638,2014-06-19 00:44:00,32,False
1620,Eco Marine Theme Park Melaka,6,"1,475",2014-06-16 16:59:00,28,False
1621,Apartment to sell in Mount Austin in JB,3,272,2014-06-14 19:07:00,39,False
1622,"9ine Cheras, Sungai Putih Hill",4,714,2014-06-14 09:50:00,30,False
1623,Suria Residence @ Bukit Jelutong,3,898,2014-06-13 17:51:00,32,False
1625,Property Talk,1,306,2014-06-12 15:32:00,13,False
1626,Subang Jaya City Ctr- launching June Sime Darby,12,"1,125",2014-06-11 21:15:00,47,False
1627,Safety @ Bandar Saujana Putra,18,"2,514",2014-06-11 11:39:00,29,False
1628,Any Potential New Shop House For Sale,4,279,2014-06-10 19:34:00,37,False
1630,Sphere Damansara @ Prima Damansara,13,"2,109",2014-06-06 13:39:00,34,False
1631,Subang Perdana Goodyear Court 8 For Sale,0,223,2014-06-05 16:02:00,40,False
1632,EcoMajestic @ Semenyih ,"1,986","136,570",2014-05-28 16:37:00,23,False
1636,EKOCHERAS @ JALAN CHERAS  ,"2,243","160,284",2014-05-24 15:05:00,26,False
1637,EKOCHERAS @ JALAN CHERAS ,"3,061","236,071",2014-05-24 15:04:00,25,False
1638,DAMANSARA FORESTA,"3,154","462,368",2014-05-24 15:00:00,17,False
1639,East Coast Park Taman Bandar Putra,0,537,2014-05-24 14:46:00,34,False
1640,Office Lots WTS ,0,198,2014-05-24 00:53:00,16,False
1641,Weekly update new launch project,1,359,2014-05-23 17:52:00,32,False
1642,Advise me for my first house,22,980,2014-05-22 16:15:00,28,False
1643,New Launch 3 1/2 Bungalow Villa,12,527,2014-05-20 23:47:00,31,False
1644,"Deluxe Condo Taman Yarlm Old Klang Road, OUG",18,772,2014-05-20 21:11:00,44,False
1645,Bad experience in rental collection,103,"5,982",2014-05-20 01:20:00,35,False
1646,Seri Baiduri Setia Alam,0,219,2014-05-19 23:29:00,23,False
1648,2nd house for investment/rental income,8,530,2014-05-15 20:55:00,38,False
1651,"UNDERSUPPLY OF HOMES IN MALAYSIA, APPARENTLY",748,"24,841",2014-05-12 13:40:00,44,False
1652,TIPS n ADVISE FOR BUYING A CONDO IN KUALA LUMPUR,8,545,2014-05-10 14:27:00,48,False
1653,BELOW MARKET HOUSe FOR SALE,7,575,2014-05-09 23:09:00,27,False
1654,Legal Advise,11,411,2014-05-09 19:36:00,12,False
1655,"I am in Dilemma, buying 1st properties",53,"8,039",2014-05-08 22:11:00,38,False
1656,New terrace house in Rawang,6,675,2014-05-04 16:04:00,27,False
1657,Palm Spring Condominium,24,"2,223",2014-05-03 17:00:00,23,False
1658,Palma Kemuning Utama  - Need advice,0,323,2014-05-02 14:52:00,35,False
1659, Houses Behind Jalan Kapar Bomba Station.,0,150,2014-05-01 20:42:00,41,False
1660,VIDA BUKIT CEYLON,30,"7,209",2014-04-28 19:48:00,17,False
1661,Best FengSui property in Puchong,5,578,2014-04-25 10:37:00,32,False
1663,Penang Setia Pearl Island vs Desa Batu Maung,15,990,2014-04-20 21:42:00,44,False
1664,Rental and Income tax calculation,18,"1,712",2014-04-20 20:58:00,33,False
1665,SG. BESI HIGHRISE TOWNSHIP ,39,"4,852",2014-04-19 19:08:00,27,False
1667,need advice from expert,11,476,2014-04-17 10:54:00,23,False
1668,Empire Remix development @USJ 1,16,882,2014-04-16 21:39:00,31,False
1669,bandar tun hussein onn,16,"2,308",2014-04-16 12:20:00,22,False
1671,searching new house,1,253,2014-04-12 01:55:00,19,False
1672,Price increase after completion,23,"1,274",2014-04-08 16:32:00,31,False
1674,Midfields 2,7,893,2014-04-08 00:10:00,11,False
1675,SOHO UNIT,3,361,2014-04-04 22:10:00,9,False
1676,4 Critical Signs of a Bubble Market V4,"2,514","68,188",2014-04-04 10:28:00,38,False
1677,Property-bank terms,3,299,2014-04-02 23:18:00,19,False
1680,Kampung Tengah,2,220,2014-03-24 16:25:00,14,False
1683,SETIA ECOHILL ,"1,983","90,429",2014-03-23 23:24:00,14,False
1684,THE GENERATION Y PROPERTY DEVELOPERS,4,492,2014-03-23 19:51:00,36,False
1685,MRCB OWNS FORMER DISTRICT LAND OFFICE SUBANG JAYA,14,"1,055",2014-03-23 16:18:00,49,False
1686,Mutiara Ville Cyberjaya,1,249,2014-03-20 22:30:00,23,False
1687,China private property developer collapsed,25,"1,814",2014-03-20 21:53:00,42,False
1688,Damansara Perdana Condos VS Park 51,20,"1,865",2014-03-20 18:06:00,35,False
1689,Bandar Putra Kemaman,0,432,2014-03-20 16:34:00,20,False
1692,Lelong Lelong Property,21,"1,599",2014-03-19 10:33:00,22,False
1693,bumi lot property,5,574,2014-03-17 23:24:00,17,False
1695,The Altus - Australian property ,4,406,2014-03-17 19:44:00,32,False
1696,Loan Eligibilty,18,"1,322",2014-03-17 12:06:00,15,False
1697,2 owners quarrel,110,"4,036",2014-03-16 11:32:00,16,False
1699,Looking for condo under 350k,8,865,2014-03-11 17:41:00,28,False
1701,New property with low DP,0,263,2014-03-07 19:01:00,24,False
1702,The Town Near Penang 2nd Bridge - Batu Kawan,7,403,2014-03-07 12:11:00,44,False
1703,Thinking of buying a new condo,3,"1,112",2014-03-06 08:18:00,30,False
1704,Serious Buyer - Secondhand Property,3,307,2014-02-25 21:50:00,35,False
1705,new talent property,0,193,2014-02-24 11:33:00,19,False
1708,"80,000 UNITS PERUMAHAN RAKYAT 1MALAYSIA ",223,"16,682",2014-02-24 09:18:00,40,False
1709,Melaka Hatten City ,7,939,2014-02-23 23:45:00,19,False
1710,Buying Property - Dilemma,21,"1,412",2014-02-21 13:01:00,25,False
1711,New freehold condo @ Wangsa Maju,6,"1,455",2014-02-17 15:56:00,32,False
1712,DEVELOPER: NEW PROPERTY TO COST MORE & MORE...,192,"13,778",2014-02-17 12:20:00,46,False
1713,RENTAL DISCUSSION FOR KL/MK RESIDENCES,21,"1,428",2014-02-16 15:33:00,38,False
1714,A question regarding owning a house,17,813,2014-02-15 18:53:00,35,False
1715,townhouses,16,906,2014-02-12 19:52:00,10,False
1716,PENANG LATEST PROPERTIES BY ACCETERA,16,"3,687",2014-02-10 12:37:00,36,False
1717,SKYLINE @ SUBANG,12,"1,107",2014-02-09 11:49:00,16,False
1718,"The Peak @ Taman Tar, Ampang",0,374,2014-02-07 23:11:00,28,False
1720,invest property in germany,1,261,2014-02-05 10:00:00,26,False
1721,help me need suggestions,18,724,2014-02-04 14:18:00,24,False
1723,RM650k around 1000-1200sq range property,19,"1,373",2014-02-01 00:03:00,40,False
1724,Bank Negara: New rate framework,96,"9,393",2014-01-29 23:50:00,31,False
1725,Ridzuan condo vs other condos,14,"2,393",2014-01-29 15:26:00,29,False
1726,"""STOP PRE-LAUNCH SALES TO CURB SPECULATIONS""",83,"3,631",2014-01-27 15:44:00,44,False
1727,Need ideas about G&G Landed Hse in KV,32,"1,871",2014-01-27 06:40:00,37,False
1728,"TTDI Alam Impian Shah Alam v3, by Naza TTDI",9,609,2014-01-17 12:38:00,43,False
1729,Zornia - Setia Alam,66,"6,891",2014-01-17 01:25:00,19,False
1730,room rental near University Malaya,1,"1,703",2014-01-15 17:12:00,34,False
1731,4 Critical Signs of a Bubble Market,"2,605","147,479",2014-01-14 16:19:00,35,False
1732,SIPIC Property Conference,41,"1,182",2014-01-14 08:33:00,25,False
1734,SWHENGTEE PROPERTY FORECAST SEMINAR 2014,6,465,2014-01-13 18:15:00,40,False
1735,Bandar NusaRhu ,9,"3,313",2014-01-13 08:28:00,15,False
1736,RPGT Exemption,9,"1,009",2014-01-10 15:34:00,14,False
1737,Millennium Square Section 14,5,741,2014-01-09 23:16:00,28,False
1738,LANDED PROP 500-750k max 30km fr KL ,68,"5,602",2014-01-08 14:00:00,36,False
1739,Ampang putra residency penthouse,1,384,2014-01-04 12:45:00,32,False
1740,Buying a house from cousin,20,570,2014-01-02 17:16:00,26,False
1743,Bangsar Condos,12,"7,037",2013-12-31 11:20:00,14,False
1744,paragon 129,8,"1,328",2013-12-29 23:02:00,11,False
