,address,name,lat,long,replies,views,recency,total_score,areas_within,points_within
677,"Jalan PJU 8/8A, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",D'QUINCE RESIDENCES @ CENTRAL PARK DAMANSARAD’Quince Damansara Perdana by Exsim,3.1737363,101.6183058,561,96365,187.0,72,DAMANSARA PERDANA,"POLYGON ((101.598595 3.149868, 101.599699 3.156887, 101.599477 3.158846, 101.598553 3.166978, 101.60254 3.173357, 101.602017 3.177891, 101.599491 3.179999, 101.60104 3.181361, 101.603036 3.182239, 101.610398 3.183483, 101.611629 3.18349, 101.615876 3.182527, 101.619104 3.18242, 101.61916 3.182418, 101.619253 3.182415, 101.619142 3.180903, 101.61914 3.180881, 101.619137 3.180844, 101.619063 3.179837, 101.619063 3.179837, 101.619164 3.179672, 101.619643 3.178896, 101.619642 3.178893, 101.619141 3.176321, 101.619125 3.176239, 101.618864 3.17488, 101.619103 3.173772, 101.618706 3.173331, 101.618706 3.173331, 101.618584 3.172901, 101.618446 3.172416, 101.618033 3.171589, 101.617978 3.17148, 101.617772 3.171066, 101.617747 3.170917, 101.617549 3.169713, 101.617551 3.168077, 101.617551 3.167672, 101.617548 3.167642, 101.617499 3.167159, 101.617104 3.165652, 101.617324 3.163846, 101.616055 3.162068, 101.615413 3.159166, 101.615397 3.159092, 101.615389 3.158236, 101.615405 3.156847, 101.615405 3.156847, 101.615404 3.156822, 101.615361 3.156181, 101.615317 3.155531, 101.615317 3.155531, 101.607327 3.155487, 101.604892 3.155258, 101.601584 3.151674, 101.60016 3.150158, 101.598595 3.149868))"
678,"Jalan PJU 9/1, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",Azelia Residence Sri Damansara,3.1979764,101.61582609999999,1,339,428.0,5,SRI DAMANSARA JALAN SD 1 - SD 5,"POLYGON ((101.611629 3.18349, 101.611843 3.184097, 101.611379 3.184668, 101.610795 3.184481, 101.609452 3.184561, 101.607453 3.184954, 101.615405 3.199726, 101.618501 3.197746, 101.619381 3.197476, 101.62018 3.19723, 101.620146 3.197178, 101.619012 3.195441, 101.618863 3.19518, 101.618855 3.19494, 101.618784 3.192656, 101.618779 3.192488, 101.618948 3.192202, 101.619372 3.191487, 101.619372 3.191487, 101.61966 3.188151, 101.619499 3.185752, 101.61945 3.18509, 101.619362 3.183899, 101.619253 3.182415, 101.61916 3.182418, 101.619104 3.18242, 101.615876 3.182527, 101.611629 3.18349))"
679,"Jalan PP 4/2, Taman Putra Prima, 47100 Puchong, Selangor, Malaysia",3E taman putra prima,2.9702217,101.58933459999999,31,3041,1985.0,10,DESA AIR HITAM,"POLYGON ((101.578998 2.966686, 101.57264 2.977337, 101.576519 2.978048, 101.578429 2.978398, 101.608959 2.979694, 101.613944 2.979817, 101.611885 2.97587, 101.612035 2.972254, 101.61309 2.968939, 101.614597 2.965473, 101.617309 2.962459, 101.584735 2.962389, 101.581567 2.962382, 101.579995 2.965016, 101.578998 2.966686))"
680,"Jalan PS 7, Taman Prima Selayang, 68100 Selayang, Selangor, Malaysia",Polaris Suite in Selayang ,3.2492921000000003,101.6489903,3,561,1878.0,2,BUKIT IDAMAN,"POLYGON ((101.652508 3.248558, 101.655051 3.247075, 101.653726 3.245555, 101.652807 3.244407, 101.651588 3.242923, 101.650263 3.242287, 101.647542 3.241138, 101.645104 3.239972, 101.644616 3.239647, 101.637624 3.249716, 101.633972 3.246907, 101.632979 3.248396, 101.630894 3.250282, 101.628016 3.251076, 101.609199 3.251278, 101.611459 3.254935, 101.610728 3.255999, 101.610396 3.257262, 101.610084 3.258929, 101.609486 3.260126, 101.608488 3.26099, 101.607358 3.263384, 101.606892 3.264847, 101.606892 3.265911, 101.605163 3.268371, 101.605429 3.269635, 101.606626 3.271297, 101.608156 3.27276, 101.61035 3.272693, 101.612345 3.271962, 101.614074 3.272161, 101.615204 3.273491, 101.617199 3.273757, 101.618596 3.271962, 101.620059 3.270965, 101.621588 3.271497, 101.622918 3.27256, 101.623782 3.274555, 101.624979 3.276617, 101.626841 3.277149, 101.62857 3.27655, 101.631163 3.274289, 101.634688 3.273026, 101.637414 3.27143, 101.640406 3.271164, 101.642135 3.272161, 101.643465 3.272826, 101.644529 3.272294, 101.646457 3.270034, 101.647787 3.269635, 101.649915 3.271164, 101.65078 3.271696, 101.652043 3.271497, 101.650812 3.269916, 101.650121 3.268377, 101.649964 3.265676, 101.649524 3.262818, 101.649053 3.26175, 101.648425 3.26065, 101.647012 3.259048, 101.645692 3.256881, 101.644938 3.254871, 101.644404 3.253081, 101.64453 3.251824, 101.645096 3.250536, 101.646195 3.24994, 101.647985 3.249751, 101.650435 3.249406, 101.651283 3.249217, 101.652508 3.248558))"
681,"Jalan PSK 3, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor, Malaysia",SK ONE RESIDENCE @ SERI KEMBANGAN ,3.0136557999999996,101.69943190000001,720,97457,600.0,72,BUKIT SERDANG,"POLYGON ((101.70566 3.018361, 101.705662 3.016696, 101.705651 3.012535, 101.703278 3.012582, 101.702973 3.012578, 101.69512 3.012879, 101.693121 3.012594, 101.687934 3.012927, 101.683825 3.012984, 101.68395 3.027482, 101.688218 3.031148, 101.690343 3.032974, 101.693028 3.033314, 101.693504 3.031649, 101.693552 3.028698, 101.695122 3.028555, 101.69517 3.025605, 101.696333 3.02564, 101.698687 3.025707, 101.69908 3.025163, 101.699995 3.023833, 101.701212 3.022238, 101.702062 3.021205, 101.703192 3.021919, 101.703605 3.022322, 101.704902 3.023715, 101.705704 3.022749, 101.706013 3.022375, 101.706727 3.021391, 101.706327 3.020287, 101.706151 3.019558, 101.70566 3.018361))"
682,"Jalan Pahang, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",EKOAVENUE @ JALAN PAHANG,3.1793191000000003,101.70075849999999,4,595,1971.0,2,TAMAN TASEK,"POLYGON ((101.699617 3.179962, 101.700315 3.181454, 101.70009 3.184846, 101.701904 3.184921, 101.702086 3.185959, 101.702297 3.186352, 101.702493 3.186786, 101.702634 3.187207, 101.702943 3.187431, 101.705845 3.1894, 101.707622 3.188584, 101.711695 3.185836, 101.710206 3.182696, 101.714654 3.180505, 101.714205 3.18007, 101.714247 3.179299, 101.713587 3.17817, 101.713152 3.177904, 101.711705 3.176404, 101.711649 3.176022, 101.713152 3.17382, 101.713208 3.172236, 101.711134 3.169425, 101.708484 3.17166, 101.706684 3.172374, 101.703524 3.173203, 101.701817 3.173342, 101.700779 3.17394, 101.700295 3.173871, 101.699649 3.174148, 101.699995 3.176152, 101.699926 3.177557, 101.700871 3.17971, 101.699617 3.179962))"
683,"Jalan Pahang, Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",BUILTAMONT'S TWIN TOWERS NEAR TAMAN MIDAH,3.185566,101.701509,51,3223,326.0,10,PEKAN SETAPAK,"POLYGON ((101.699911 3.188309, 101.699911 3.190839, 101.70296 3.19166, 101.703437 3.191716, 101.705604 3.191971, 101.705845 3.1894, 101.702943 3.187431, 101.702634 3.187207, 101.702493 3.186786, 101.702297 3.186352, 101.702086 3.185959, 101.701904 3.184921, 101.70009 3.184846, 101.700046 3.185524, 101.699911 3.188173, 101.699911 3.188309))"
684,"Jalan Pantai Permai, Bangsar South, 59200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",THE GOODWOOD RESIDENCE @ BANGSAR SOUTH,3.1085515,101.66444770000001,116,19319,15.0,24,PANTAI HILL PARK,"POLYGON ((101.666519 3.102802, 101.659973 3.102383, 101.660209 3.103562, 101.660251 3.104851, 101.660348 3.107801, 101.660348 3.107801, 101.659638 3.108745, 101.659059 3.109515, 101.663717 3.108598, 101.666426 3.10866, 101.666519 3.102802))"
685,"Jalan Pantai Sentral, Bukit Kerinchi, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",PANTAI SENTRAL PARK | INWOOD | SECOYA Pantai Sentral Park @ Bangsar South,3.101563,101.666579,790,151253,610.0,72,PANTAI DALAM,"POLYGON ((101.67364 3.097875, 101.67299 3.09472, 101.670292 3.095157, 101.669686 3.092597, 101.669879 3.091578, 101.670017 3.089623, 101.669796 3.089045, 101.669575 3.088743, 101.663527 3.086452, 101.662793 3.088472, 101.661665 3.089558, 101.660861 3.090333, 101.660249 3.090922, 101.659738 3.090956, 101.659738 3.090956, 101.659717 3.091621, 101.659708 3.091937, 101.658949 3.091922, 101.658949 3.091922, 101.658947 3.092219, 101.658941 3.093054, 101.65897 3.093906, 101.659027 3.095588, 101.659135 3.098786, 101.659444 3.100111, 101.659973 3.102383, 101.659973 3.102383, 101.666519 3.102802, 101.667811 3.102892, 101.668197 3.101488, 101.669934 3.101406, 101.671367 3.099644, 101.671174 3.098983, 101.67364 3.097875))"
686,"Jalan Paragon Utama 1, 68100, Selangor, Malaysia",Paragon utama Selayang,3.2340815,101.6411202,1,1769,2737.0,5,SELAYANG UTAMA,"POLYGON ((101.647289 3.234861, 101.646628 3.232621, 101.646462 3.232577, 101.64627 3.232527, 101.646215 3.23257, 101.646212 3.23257, 101.642402 3.232267, 101.641135 3.23216, 101.639687 3.230252, 101.639196 3.229602, 101.638894 3.228945, 101.638732 3.228593, 101.637653 3.22876, 101.637204 3.22883, 101.636425 3.228825, 101.634986 3.231163, 101.637026 3.231835, 101.638614 3.232728, 101.639706 3.23382, 101.640699 3.235111, 101.64189 3.236798, 101.642883 3.23799, 101.644616 3.239647, 101.645104 3.239972, 101.647542 3.241138, 101.646479 3.23498, 101.647289 3.234861))"
687,"Jalan Pekaka 8/6, Pekaka Seksyen 8 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",Kasturi Idaman @ Kota Damansara,3.1767367,101.5765563,6,3239,2969.0,36,"SEKSYEN 7, 8, 9, 10 DAN 11 KOTA DAMANSARA","POLYGON ((101.578164 3.182817, 101.578512 3.18381, 101.579008 3.184802, 101.579157 3.185993, 101.578969 3.188034, 101.579428 3.188559, 101.579193 3.189869, 101.581968 3.190486, 101.582767 3.190051, 101.58379 3.190388, 101.585107 3.188117, 101.59723 3.181894, 101.599491 3.179999, 101.602017 3.177891, 101.60254 3.173357, 101.598553 3.166978, 101.599477 3.158846, 101.591215 3.156169, 101.591265 3.158303, 101.590881 3.159839, 101.589677 3.161529, 101.587692 3.162273, 101.583673 3.162372, 101.581936 3.162571, 101.580745 3.163166, 101.579498 3.164281, 101.578661 3.165895, 101.576973 3.165796, 101.57608 3.16535, 101.575088 3.163613, 101.568488 3.166888, 101.57082 3.171106, 101.571763 3.17185, 101.57474 3.177011, 101.576179 3.177855, 101.577519 3.180336, 101.578164 3.182817))"
688,"Jalan Pekeliling, 64000 Sepang, Selangor, Malaysia",SEPANG INTERNATIONAL CITY,2.7594144,101.7317775,29,2555,1185.0,10,LOTHIAN TIMUR,"POLYGON ((101.698989 2.725875, 101.631023 2.72832, 101.634067 2.755129, 101.648419 2.7732, 101.650289 2.775555, 101.676722 2.807029, 101.682685 2.814129, 101.682942 2.813921, 101.688251 2.809609, 101.690671 2.805088, 101.697529 2.790183, 101.700241 2.78943, 101.701898 2.787019, 101.701296 2.784759, 101.704854 2.782111, 101.70898 2.776923, 101.714104 2.777074, 101.72567 2.7828, 101.726671 2.784194, 101.728495 2.787019, 101.730247 2.788807, 101.734037 2.789737, 101.73679 2.788843, 101.740039 2.78931, 101.743957 2.786447, 101.75685 2.787408, 101.758176 2.767764, 101.758275 2.766272, 101.7603 2.737787, 101.743267 2.732454, 101.735272 2.731312, 101.728419 2.739116, 101.700436 2.728837, 101.698989 2.725875))"
689,"Jalan Pelangi 2, Sentul Pasar, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ONE MAXIM RESIDENCE @ SENTUL KL ,3.2054617000000003,101.6895363,1072,86864,95.0,72,TAMAN BATU MUDA,"POLYGON ((101.681034 3.218264, 101.680893 3.226067, 101.680854 3.227477, 101.68999 3.22742, 101.68999 3.22742, 101.689971 3.227991, 101.689971 3.228009, 101.689971 3.228009, 101.694835 3.227867, 101.697463 3.226944, 101.697416 3.226887, 101.697292 3.225857, 101.697291 3.225856, 101.694391 3.22202, 101.693827 3.220226, 101.693651 3.218234, 101.693475 3.213637, 101.692735 3.208988, 101.692893 3.208509, 101.693686 3.207084, 101.694585 3.206239, 101.695043 3.204946, 101.695061 3.202518, 101.69492 3.201428, 101.690955 3.198485, 101.690144 3.198362, 101.690303 3.197535, 101.688047 3.197623, 101.687748 3.19984, 101.687818 3.200807, 101.68766 3.202074, 101.687554 3.202268, 101.688118 3.202725, 101.688576 3.204713, 101.688647 3.205065, 101.688999 3.20561, 101.688647 3.206385, 101.688647 3.206525, 101.689034 3.207493, 101.689457 3.210123, 101.689528 3.213224, 101.689528 3.217662, 101.681034 3.218264))"
690,"Jalan Perak, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",SOHO@KLCC,3.1538574,101.7100207,5,1887,3463.0,2,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
691,"Jalan Perdana, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",CENTRUS SOHO @ CBD PERDANA 3 CYBERJAYA ,2.9256669,101.65043229999999,77,14535,366.0,24,CYBERJAYA,"POLYGON ((101.620355 2.892884, 101.604812 2.921415, 101.60459 2.921835, 101.602755 2.925191, 101.603483 2.925593, 101.613938 2.931361, 101.624485 2.937536, 101.637738 2.94428, 101.646875 2.94428, 101.653014 2.941425, 101.656298 2.945993, 101.655358 2.948403, 101.655141 2.948959, 101.659653 2.953182, 101.659938 2.956965, 101.662368 2.964418, 101.663462 2.965177, 101.663283 2.964809, 101.663179 2.964596, 101.663179 2.964596, 101.663368 2.963013, 101.663368 2.963013, 101.663313 2.962756, 101.663623 2.961194, 101.664536 2.958459, 101.668574 2.955474, 101.669647 2.955582, 101.672455 2.953341, 101.672455 2.953341, 101.672673 2.952991, 101.674175 2.951254, 101.674839 2.949704, 101.674933 2.949249, 101.674988 2.948869, 101.674905 2.947837, 101.674811 2.947585, 101.674587 2.946984, 101.67432 2.946388, 101.674064 2.946373, 101.672602 2.946358, 101.670744 2.946107, 101.669418 2.946005, 101.667584 2.945385, 101.666359 2.944686, 101.665826 2.944398, 101.665373 2.944153, 101.667088 2.94231, 101.667088 2.94231, 101.668116 2.940582, 101.668969 2.938725, 101.668969 2.938725, 101.669057 2.938258, 101.669197 2.937511, 101.669084 2.936273, 101.668895 2.935488, 101.668732 2.934811, 101.667943 2.932038, 101.66826 2.930139, 101.668444 2.929297, 101.66845 2.929269, 101.66845 2.929269, 101.668569 2.928969, 101.669203 2.927648, 101.669203 2.927648, 101.670968 2.92462, 101.671685 2.922429, 101.672028 2.921013, 101.672109 2.920625, 101.672159 2.920383, 101.672546 2.91955, 101.672253 2.918398, 101.672253 2.918398, 101.672418 2.917217, 101.67225 2.916551, 101.672036 2.915702, 101.671097 2.915574, 101.671097 2.915574, 101.669948 2.911499, 101.66976 2.910832, 101.669777 2.910767, 101.669735 2.910744, 101.668302 2.909979, 101.664992 2.908212, 101.663895 2.907248, 101.663745 2.906067, 101.66374 2.906029, 101.66374 2.906029, 101.663753 2.906004, 101.663884 2.905752, 101.663884 2.905752, 101.663723 2.904747, 101.663655 2.904323, 101.663655 2.904323, 101.663365 2.904, 101.661138 2.902427, 101.659782 2.899564, 101.661273 2.893069, 101.620547 2.892885, 101.620355 2.892884))"
692,"Jalan Perhentian, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",RICA RESIDENCE @ SENTUL,3.1778531,101.68737519999999,2699,170749,15.0,72,KAMPUNG KOVIL UTARA,"POLYGON ((101.690144 3.174426, 101.686654 3.177404, 101.688312 3.180601, 101.689299 3.181155, 101.692329 3.181419, 101.692699 3.178437, 101.690761 3.178367, 101.691272 3.175974, 101.691113 3.175305, 101.690144 3.174426))"
695,"Jalan Pinggiran, Jalan Taman Mas, 47130 Puchong, Selangor, Malaysia",Koi PrimaD'Aman Residence Condominium,2.9757414,101.5766492,7,1802,2631.0,36,DESA AIR HITAM,"POLYGON ((101.578998 2.966686, 101.57264 2.977337, 101.576519 2.978048, 101.578429 2.978398, 101.608959 2.979694, 101.613944 2.979817, 101.611885 2.97587, 101.612035 2.972254, 101.61309 2.968939, 101.614597 2.965473, 101.617309 2.962459, 101.584735 2.962389, 101.581567 2.962382, 101.579995 2.965016, 101.578998 2.966686))"
696,"Jalan Pipit, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",Sri Bayu Apartment@Bandar Puchong JayaSri Bayu Apartment @ Bandar Puchong Jay,3.067052,101.6241541,11,2964,2769.0,36,"KINRARA SEKSYEN 4,5 & 6","POLYGON ((101.631845 3.070555, 101.637893 3.070015, 101.641862 3.070987, 101.643159 3.071305, 101.642878 3.063534, 101.638274 3.063685, 101.635131 3.059939, 101.634275 3.059989, 101.633404 3.060253, 101.632758 3.059732, 101.6322 3.058461, 101.627942 3.060369, 101.628965 3.061917, 101.623905 3.059913, 101.623172 3.061724, 101.622112 3.064145, 101.620397 3.063555, 101.618832 3.065227, 101.620667 3.071515, 101.621144 3.072118, 101.621772 3.072545, 101.622252 3.072859, 101.624609 3.073442, 101.627319 3.072351, 101.628275 3.071567, 101.630466 3.07068, 101.631845 3.070555))"
697,"Jalan Pipit, Bandar Puchong Jaya, 47170 Puchong, Selangor, Malaysia",Villamas apartment Puchong JayaVillamas @ Puchong Jaya,3.06793,101.624031,22,5203,2267.0,160,"KINRARA SEKSYEN 4,5 & 6","POLYGON ((101.631845 3.070555, 101.637893 3.070015, 101.641862 3.070987, 101.643159 3.071305, 101.642878 3.063534, 101.638274 3.063685, 101.635131 3.059939, 101.634275 3.059989, 101.633404 3.060253, 101.632758 3.059732, 101.6322 3.058461, 101.627942 3.060369, 101.628965 3.061917, 101.623905 3.059913, 101.623172 3.061724, 101.622112 3.064145, 101.620397 3.063555, 101.618832 3.065227, 101.620667 3.071515, 101.621144 3.072118, 101.621772 3.072545, 101.622252 3.072859, 101.624609 3.073442, 101.627319 3.072351, 101.628275 3.071567, 101.630466 3.07068, 101.631845 3.070555))"
698,"Jalan Pipit, Bukit Tandang, 47170 Puchong, Selangor, Malaysia","Japanese Project "" Ohako """,3.0715934,101.62423199999999,2,503,1439.0,5,"KINRARA SEKSYEN 4,5 & 6","POLYGON ((101.631845 3.070555, 101.637893 3.070015, 101.641862 3.070987, 101.643159 3.071305, 101.642878 3.063534, 101.638274 3.063685, 101.635131 3.059939, 101.634275 3.059989, 101.633404 3.060253, 101.632758 3.059732, 101.6322 3.058461, 101.627942 3.060369, 101.628965 3.061917, 101.623905 3.059913, 101.623172 3.061724, 101.622112 3.064145, 101.620397 3.063555, 101.618832 3.065227, 101.620667 3.071515, 101.621144 3.072118, 101.621772 3.072545, 101.622252 3.072859, 101.624609 3.073442, 101.627319 3.072351, 101.628275 3.071567, 101.630466 3.07068, 101.631845 3.070555))"
699,"Jalan Prima Setapak 7, Taman Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",100 RESIDENCY @ SETAPAK ,3.1994491000000003,101.711348,52,8308,1532.0,10,SETAPAK UTARA,"POLYGON ((101.722756 3.203737, 101.722087 3.203357, 101.718044 3.200226, 101.717242 3.199609, 101.715055 3.197931, 101.711772 3.194593, 101.707966 3.197059, 101.707836 3.197351, 101.707945 3.200409, 101.709982 3.201967, 101.711023 3.201837, 101.712345 3.203028, 101.71499 3.204997, 101.714557 3.205603, 101.714947 3.205928, 101.714687 3.206599, 101.714649 3.206962, 101.714649 3.20971, 101.71686 3.209797, 101.716708 3.213325, 101.722258 3.213671, 101.722301 3.212113, 101.721759 3.212091, 101.721824 3.211355, 101.721109 3.211312, 101.721152 3.209148, 101.723255 3.209234, 101.723168 3.207048, 101.721109 3.206962, 101.721239 3.204797, 101.722648 3.204862, 101.722756 3.203737))"
700,"Jalan Prima Utama 1, Taman Puchong Prima, 47100 Puchong, Selangor, Malaysia",Desa Idaman Residences,2.9969023,101.59896979999999,200,42004,92.0,252,TAMAN PUCHONG UTAMA,"POLYGON ((101.608959 2.979694, 101.578429 2.978398, 101.578185 2.979448, 101.578319 2.979764, 101.58044 2.984773, 101.580463 2.985093, 101.583766 2.993866, 101.58657 3.004488, 101.586738 3.004774, 101.587903 3.006761, 101.588277 3.0074, 101.589436 3.008085, 101.590343 3.008621, 101.591082 3.009507, 101.591527 3.009989, 101.594634 3.013764, 101.595682 3.014846, 101.597389 3.020444, 101.59916 3.020418, 101.59643 3.012874, 101.595147 3.010756, 101.593559 3.010091, 101.591101 3.004451, 101.600625 3.004418, 101.609174 3.004465, 101.618931 3.004569, 101.618856 3.003586, 101.619621 3.001104, 101.619364 2.999657, 101.619992 2.998763, 101.617536 2.998706, 101.617498 2.997107, 101.616089 2.994042, 101.615802 2.993485, 101.613152 2.99103, 101.609375 2.982404, 101.609064 2.980381, 101.608959 2.979694))"
701,"Jalan Prima Utama 1, Taman Puchong Prima, 47150 Puchong, Selangor, Malaysia",Lake Side City Aurora @ Puchong,2.9955825000000003,101.5989551,68,26281,2892.0,24,TAMAN PUCHONG UTAMA,"POLYGON ((101.608959 2.979694, 101.578429 2.978398, 101.578185 2.979448, 101.578319 2.979764, 101.58044 2.984773, 101.580463 2.985093, 101.583766 2.993866, 101.58657 3.004488, 101.586738 3.004774, 101.587903 3.006761, 101.588277 3.0074, 101.589436 3.008085, 101.590343 3.008621, 101.591082 3.009507, 101.591527 3.009989, 101.594634 3.013764, 101.595682 3.014846, 101.597389 3.020444, 101.59916 3.020418, 101.59643 3.012874, 101.595147 3.010756, 101.593559 3.010091, 101.591101 3.004451, 101.600625 3.004418, 101.609174 3.004465, 101.618931 3.004569, 101.618856 3.003586, 101.619621 3.001104, 101.619364 2.999657, 101.619992 2.998763, 101.617536 2.998706, 101.617498 2.997107, 101.616089 2.994042, 101.615802 2.993485, 101.613152 2.99103, 101.609375 2.982404, 101.609064 2.980381, 101.608959 2.979694))"
702,"Jalan Puchong Mesra 2, Kampung Muhibbah, 58200 Puchong, Selangor, Malaysia",RESIDENSI PUCHONGMAS ,3.0653541,101.65200490000001,311,46798,140.0,252,KINRARA SEKSYEN 1,"POLYGON ((101.649758 3.060046, 101.648096 3.061601, 101.647538 3.062307, 101.647451 3.062417, 101.647437 3.062449, 101.646824 3.063898, 101.646288 3.064612, 101.646291 3.070951, 101.646291 3.071105, 101.646172 3.071109, 101.644922 3.071159, 101.646291 3.071686, 101.647149 3.072048, 101.647965 3.072509, 101.6482 3.072648, 101.649574 3.071564, 101.650704 3.071385, 101.651146 3.071302, 101.651522 3.071243, 101.652579 3.071784, 101.65322 3.070807, 101.65124 3.069535, 101.651239 3.069529, 101.65095 3.068579, 101.651161 3.068194, 101.65144 3.067686, 101.651122 3.066734, 101.65402 3.065157, 101.654091 3.065152, 101.656253 3.065019, 101.652642 3.062408, 101.649942 3.060457, 101.649758 3.060046))"
703,"Jalan Puchong, Bandar Puchong Jaya, 47170 Puchong, Selangor, Malaysia",IOI SKY WALK @ PUCHONG ,3.0452467999999997,101.6189168,35,2871,1388.0,10,PUCHONG JAYA BARAT,"POLYGON ((101.617851 3.039607, 101.604091 3.042705, 101.605316 3.043442, 101.607224 3.045854, 101.609742 3.053486, 101.612499 3.056031, 101.612983 3.055074, 101.613689 3.054977, 101.615887 3.055102, 101.617076 3.055309, 101.617559 3.055765, 101.618154 3.057037, 101.621818 3.06142, 101.622536 3.061613, 101.623172 3.061724, 101.623905 3.059913, 101.628965 3.061917, 101.627942 3.060369, 101.6322 3.058461, 101.632076 3.058102, 101.632089 3.057646, 101.630112 3.057438, 101.627914 3.056609, 101.62638 3.055323, 101.622578 3.050484, 101.619053 3.043724, 101.618417 3.041871, 101.617851 3.039607))"
704,"Jalan Puchong, Bandar Puchong Utama, 47100 Puchong, Selangor, Malaysia",Zen Residence - PuchongZEN RESIDENCE...any review,3.0012333,101.62010190000001,20,1237,2556.5,160,BATU 13 PUCHONG,"POLYGON ((101.618931 3.004569, 101.619035 3.00574, 101.620632 3.006453, 101.620881 3.006992, 101.621545 3.007503, 101.622264 3.00749, 101.623024 3.007324, 101.62583 3.008195, 101.627351 3.008132, 101.627494 3.005776, 101.627875 3.004967, 101.628851 3.003397, 101.628539 2.999978, 101.624994 3.001231, 101.623687 2.999899, 101.62314 3.002041, 101.619621 3.001104, 101.618856 3.003586, 101.618931 3.004569))"
705,"Jalan Puchong, Batu 13 1/2, 47100 Puchong, Selangor, Malaysia", Koi Tropika condo Puchong,3.0090049999999997,101.6161128,3,730,3438.0,2,BANDAR PUTERI,"POLYGON ((101.633486 3.000033, 101.628539 2.999978, 101.628851 3.003397, 101.627875 3.004967, 101.627494 3.005776, 101.627351 3.008132, 101.62583 3.008195, 101.623024 3.007324, 101.622264 3.00749, 101.621545 3.007503, 101.620881 3.006992, 101.620632 3.006453, 101.619035 3.00574, 101.618869 3.006269, 101.61806 3.006632, 101.617448 3.006756, 101.615799 3.008581, 101.614846 3.009151, 101.612523 3.01418, 101.613394 3.020287, 101.614906 3.028368, 101.614949 3.028827, 101.61554 3.028757, 101.620965 3.027722, 101.620215 3.030577, 101.622036 3.031148, 101.622357 3.030827, 101.623927 3.028971, 101.624998 3.028507, 101.625819 3.028578, 101.627175 3.028935, 101.628175 3.026615, 101.628603 3.021654, 101.631136 3.021727, 101.632118 3.021745, 101.633486 3.000033))"
706,"Jalan Puchong, Taman Kuchai, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",TIARA MUTIARA 2 ,3.0747297000000002,101.65919740000001,1190,153288,101.0,72,KAMPUNG BAHAGIA,"POLYGON ((101.664627 3.08248, 101.666832 3.081943, 101.667191 3.081805, 101.667618 3.081819, 101.668211 3.08186, 101.668611 3.08197, 101.66893 3.082374, 101.669669 3.081165, 101.669108 3.081106, 101.669639 3.080074, 101.666421 3.077096, 101.667587 3.076256, 101.662154 3.06814, 101.662065 3.066843, 101.661829 3.066519, 101.66152 3.06605, 101.661298 3.066203, 101.658403 3.065349, 101.656253 3.065019, 101.656253 3.065019, 101.654091 3.065152, 101.65402 3.065157, 101.651122 3.066734, 101.65144 3.067686, 101.651161 3.068194, 101.65095 3.068579, 101.651239 3.069529, 101.65124 3.069535, 101.65322 3.070807, 101.654399 3.071564, 101.654978 3.07301, 101.655446 3.073698, 101.65597 3.074166, 101.656549 3.074551, 101.657597 3.075405, 101.658506 3.07612, 101.658948 3.07623, 101.659747 3.076533, 101.66085 3.076864, 101.661842 3.077249, 101.663441 3.078681, 101.663662 3.079204, 101.66402 3.079754, 101.664324 3.08003, 101.664627 3.08248))"
