,address,name,lat,long,replies,views,recency,total_score,areas_within,points_within
326,"7, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",The Ruma Residence,3.1525986,101.7145231,48,10309,70.0,10,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
327,"7, Jalan PJS 11/7, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",NADAYU 28 SUNWAY ,3.0698325,101.60404190000001,255,48854,1522.0,252,"PJS 7 , 9 & 11","POLYGON ((101.615641 3.074774, 101.61775 3.075082, 101.617809 3.072202, 101.621144 3.072118, 101.620667 3.071515, 101.618832 3.065227, 101.618832 3.060986, 101.617931 3.059106, 101.612499 3.056031, 101.609777 3.058484, 101.608043 3.05916, 101.604566 3.060052, 101.598663 3.062579, 101.600451 3.062716, 101.60049 3.065714, 101.601157 3.065753, 101.601147 3.06782, 101.600451 3.06782, 101.600324 3.068565, 101.599736 3.068565, 101.599589 3.069035, 101.59909 3.069035, 101.59906 3.071543, 101.598727 3.072209, 101.598354 3.073319, 101.601917 3.073576, 101.604458 3.073932, 101.60725 3.074539, 101.608808 3.074314, 101.609286 3.074384, 101.612387 3.075009, 101.613085 3.074994, 101.61354 3.075207, 101.61379 3.075545, 101.614561 3.074678, 101.615641 3.074774))"
328,"7, Taman Meranti Jaya, 47200 Puchong, Selangor, Malaysia","2 1/2 Storey At Taman Meranti Jaya, Puchong",2.9777473999999997,101.6051358,7,3716,3265.0,36,DESA AIR HITAM,"POLYGON ((101.578998 2.966686, 101.57264 2.977337, 101.576519 2.978048, 101.578429 2.978398, 101.608959 2.979694, 101.613944 2.979817, 101.611885 2.97587, 101.612035 2.972254, 101.61309 2.968939, 101.614597 2.965473, 101.617309 2.962459, 101.584735 2.962389, 101.581567 2.962382, 101.579995 2.965016, 101.578998 2.966686))"
331,"70G, Jalan Kristal 7/77, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia","Kristal View, Seksyen 7 Shah Alam",3.0717369,101.4805928,63,19309,1740.0,24,PANGSAPURI S7,"POLYGON ((101.499486 3.092182, 101.497353 3.090654, 101.493233 3.086822, 101.483781 3.078292, 101.486374 3.075468, 101.48793 3.076995, 101.490783 3.078436, 101.492166 3.078638, 101.493665 3.07858, 101.487532 3.062521, 101.480357 3.060282, 101.480191 3.06023, 101.480215 3.060985, 101.480299 3.063663, 101.480277 3.065154, 101.480261 3.066276, 101.48003 3.074034, 101.479577 3.074001, 101.476957 3.073806, 101.476841 3.074141, 101.476531 3.075036, 101.476301 3.085448, 101.468888 3.091558, 101.468864 3.092864, 101.484328 3.092585, 101.499486 3.092182))"
334,"72, Jalan Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",LATITUD 8 @ JALAN AMPANG ,3.1559169999999996,101.701999,99,13150,1928.0,24,MEDAN TUANKU,"POLYGON ((101.698124 3.163821, 101.699518 3.163715, 101.699342 3.161333, 101.699666 3.161598, 101.700257 3.161274, 101.700168 3.160802, 101.702176 3.160154, 101.704222 3.160058, 101.704222 3.160058, 101.705011 3.156431, 101.703741 3.156608, 101.703616 3.156558, 101.703595 3.156549, 101.703571 3.156539, 101.702649 3.156166, 101.702649 3.156166, 101.702434 3.15593, 101.701792 3.155223, 101.701792 3.155223, 101.701758 3.155246, 101.701365 3.155507, 101.701261 3.155576, 101.701261 3.155576, 101.699922 3.156182, 101.698596 3.156434, 101.695852 3.156958, 101.695802 3.157549, 101.69786 3.162193, 101.698124 3.163821))"
335,"72A, Jalan Universiti, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",Jaya one residences,3.1182966,101.63530379999999,4,1205,2862.0,2,JALAN BUKIT,"POLYGON ((101.652603 3.109895, 101.646878 3.106642, 101.639722 3.102648, 101.639357 3.104454, 101.639094 3.105343, 101.639191 3.106111, 101.63966 3.107615, 101.640057 3.108254, 101.637251 3.109677, 101.629825 3.117269, 101.630645 3.11815, 101.631713 3.118554, 101.633815 3.118983, 101.638334 3.118788, 101.643814 3.118594, 101.643814 3.118594, 101.64382 3.118594, 101.643887 3.118594, 101.645011 3.118594, 101.64719 3.118415, 101.64814 3.118337, 101.648855 3.118162, 101.648855 3.118162, 101.649563 3.117458, 101.65029 3.116735, 101.65029 3.116735, 101.652222 3.111021, 101.652603 3.109895))"
336,"7573, Jln Temoh, Kampung Sungai Kantan, 43000 Kajang, Selangor, Malaysia",MRT Property List from TRX to Sungai Jernih,3.0006445999999998,101.78401540000002,113,21502,59.0,24,TAMAN MESRA,"POLYGON ((101.779715 3.007411, 101.787792 3.010135, 101.790648 3.011206, 101.792718 3.007208, 101.791808 3.005876, 101.79156 3.00435, 101.791323 3.003318, 101.79011 3.002033, 101.783381 2.99999, 101.780969 3.001649, 101.780516 3.004664, 101.779715 3.007411))"
337,"76 Jalan Raja Muda Abdul Aziz, Jalan Tun Razak, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",SetiaSky ResidenceSetia Sky Residences,3.1685281,101.71009980000001,50,12422,1633.5,10,JALAN RAJA MUDA,"POLYGON ((101.703099 3.163848, 101.70066 3.163629, 101.70066 3.163629, 101.699518 3.163715, 101.698124 3.163821, 101.698124 3.163821, 101.698147 3.163991, 101.698544 3.167001, 101.698516 3.170291, 101.699178 3.172892, 101.699591 3.173649, 101.699649 3.174148, 101.700295 3.173871, 101.700779 3.17394, 101.701817 3.173342, 101.703524 3.173203, 101.706684 3.172374, 101.708484 3.17166, 101.711134 3.169425, 101.711713 3.168937, 101.712544 3.167992, 101.702941 3.167869, 101.703099 3.163859, 101.703099 3.163848, 101.703099 3.163848))"
343,"79, Jalan Changkat Thambi Dollah, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",DEBAO Property,3.1405371,101.7113328,29,2053,263.0,10,MEDAN IMBI,"POLYGON ((101.709144 3.137576, 101.709722 3.138502, 101.709337 3.140827, 101.710835 3.140746, 101.714561 3.14018, 101.715901 3.139992, 101.712791 3.137458, 101.711211 3.13675, 101.710606 3.136367, 101.709144 3.137576))"
344,"79, Jalan Pesiaran Gurney, Kampung Datuk Keramat, 54000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",CHYMES @ PERSIARAN GURNEY,3.1696074,101.7260125,70,17501,1148.0,24,DATO KERAMAT UTARA,"POLYGON ((101.715237 3.165143, 101.714107 3.167098, 101.712544 3.167992, 101.713882 3.167808, 101.714758 3.1679, 101.719879 3.174764, 101.720271 3.175432, 101.721425 3.175616, 101.725461 3.173036, 101.727307 3.171516, 101.727353 3.171056, 101.729084 3.170658, 101.728222 3.16886, 101.727698 3.168777, 101.727395 3.168915, 101.72723 3.168887, 101.726871 3.168474, 101.72632 3.168006, 101.725934 3.167896, 101.724224 3.167566, 101.724059 3.167401, 101.722653 3.165309, 101.721523 3.165887, 101.721523 3.165887, 101.719786 3.165914, 101.719014 3.165887, 101.718931 3.165474, 101.718297 3.165474, 101.718049 3.165777, 101.717001 3.165749, 101.716202 3.165281, 101.715926 3.165199, 101.715871 3.165199, 101.715237 3.165143))"
347,"8, Jalan 1/149l, Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",RESIDENSI RIMBUNAN @ SRI PETALING  ,3.0659732,101.6826176,416,50440,7.0,252,TAMAN OVERSEAS UNION SELATAN,"POLYGON ((101.674493 3.069462, 101.674619 3.069885, 101.677415 3.0722, 101.676306 3.073822, 101.675936 3.07458, 101.677384 3.075599, 101.677763 3.07485, 101.679237 3.071944, 101.681853 3.066318, 101.683797 3.065752, 101.683116 3.065607, 101.682051 3.065985, 101.679508 3.066814, 101.677217 3.067228, 101.674547 3.0673, 101.674493 3.069462))"
348,"8, Jalan BK 1/18, Bandar Kinrara 1, 47180 Puchong, Selangor, Malaysia",LAKE SAPPHIRE @ PUCHONG,3.0438132999999996,101.6666621,3,890,1800.0,2,BANDAR KINRARA SEKSYEN 5,"POLYGON ((101.648869 3.051652, 101.650047 3.05181, 101.651102 3.051592, 101.652006 3.051925, 101.655076 3.053472, 101.659026 3.055471, 101.659402 3.055534, 101.659252 3.051041, 101.662937 3.04625, 101.668702 3.045402, 101.668669 3.04379, 101.668516 3.040704, 101.670276 3.041276, 101.672621 3.041962, 101.673057 3.042089, 101.674957 3.042015, 101.678783 3.041867, 101.680157 3.041846, 101.680175 3.041813, 101.680235 3.041844, 101.687237 3.045498, 101.690114 3.033897, 101.690343 3.032974, 101.688218 3.031148, 101.68395 3.027482, 101.683825 3.012984, 101.683816 3.011883, 101.67707 3.0116, 101.67293 3.011029, 101.671859 3.010779, 101.670753 3.011457, 101.669111 3.012028, 101.668718 3.012921, 101.668397 3.015241, 101.669218 3.018155, 101.669646 3.019393, 101.669503 3.02044, 101.668552 3.022914, 101.667552 3.027245, 101.667552 3.028482, 101.666029 3.031576, 101.665934 3.035097, 101.665696 3.035573, 101.664459 3.035621, 101.661556 3.035811, 101.658415 3.036049, 101.656083 3.036953, 101.654132 3.038048, 101.653656 3.038381, 101.652847 3.037762, 101.651895 3.037143, 101.645233 3.037143, 101.644519 3.037524, 101.642616 3.040189, 101.642616 3.049279, 101.642425 3.04997, 101.644797 3.051084, 101.646336 3.051382, 101.648869 3.051652))"
349,"8, Jalan Changkat Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",8 KIA PENG RESIDENCES @ KLCC,3.1517279,101.71643780000001,76,16430,276.0,24,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
350,"8, Jalan PJU 8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",Armanee Terrace 2 VP,3.172091,101.6033737,236,25233,325.0,252,DAMANSARA PERDANA,"POLYGON ((101.598595 3.149868, 101.599699 3.156887, 101.599477 3.158846, 101.598553 3.166978, 101.60254 3.173357, 101.602017 3.177891, 101.599491 3.179999, 101.60104 3.181361, 101.603036 3.182239, 101.610398 3.183483, 101.611629 3.18349, 101.615876 3.182527, 101.619104 3.18242, 101.61916 3.182418, 101.619253 3.182415, 101.619142 3.180903, 101.61914 3.180881, 101.619137 3.180844, 101.619063 3.179837, 101.619063 3.179837, 101.619164 3.179672, 101.619643 3.178896, 101.619642 3.178893, 101.619141 3.176321, 101.619125 3.176239, 101.618864 3.17488, 101.619103 3.173772, 101.618706 3.173331, 101.618706 3.173331, 101.618584 3.172901, 101.618446 3.172416, 101.618033 3.171589, 101.617978 3.17148, 101.617772 3.171066, 101.617747 3.170917, 101.617549 3.169713, 101.617551 3.168077, 101.617551 3.167672, 101.617548 3.167642, 101.617499 3.167159, 101.617104 3.165652, 101.617324 3.163846, 101.616055 3.162068, 101.615413 3.159166, 101.615397 3.159092, 101.615389 3.158236, 101.615405 3.156847, 101.615405 3.156847, 101.615404 3.156822, 101.615361 3.156181, 101.615317 3.155531, 101.615317 3.155531, 101.607327 3.155487, 101.604892 3.155258, 101.601584 3.151674, 101.60016 3.150158, 101.598595 3.149868))"
356,"88-132, Jalan Petaling, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",FIRST MANSION @ PETALING STREET,3.1426513,101.6978858,37,4031,2078.0,10,JALAN SULTAN,"POLYGON ((101.694941 3.142957, 101.69813 3.142687, 101.698485 3.14295, 101.69891 3.14292, 101.698869 3.144122, 101.698383 3.144193, 101.69836 3.14552, 101.698879 3.145596, 101.699684 3.145727, 101.70182 3.145889, 101.704422 3.145414, 101.70668 3.14413, 101.707216 3.143958, 101.70791 3.142606, 101.705166 3.140746, 101.709144 3.137576, 101.707416 3.137008, 101.706708 3.136776, 101.70473 3.138648, 101.703889 3.137292, 101.70367 3.136676, 101.702271 3.137168, 101.700185 3.138138, 101.699639 3.138543, 101.697756 3.139816, 101.697391 3.139857, 101.696824 3.139958, 101.695407 3.138401, 101.694607 3.138462, 101.694881 3.142525, 101.694941 3.142957))"
359,"9 Bukit Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",9 Bukit Utama9 bukit utama,3.1505803,101.6043126,13,3039,2869.5,36,BANDAR UTAMA BU 3 - BU 8,"POLYGON ((101.607759 3.134183, 101.59692 3.135147, 101.597656 3.145177, 101.598595 3.149868, 101.60016 3.150158, 101.601584 3.151674, 101.604892 3.155258, 101.607327 3.155487, 101.615317 3.155531, 101.615289 3.154606, 101.615242 3.152435, 101.615637 3.151373, 101.617139 3.150222, 101.617139 3.150222, 101.612381 3.147723, 101.611324 3.145426, 101.611554 3.141751, 101.60967 3.137937, 101.607832 3.135778, 101.607759 3.134183))"
360,"9, Jalan Baiduri Bulan 7/28, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia","Opal Residensi @ Section 7, Shah Alam",3.0751068999999998,101.4957665,14,5021,1874.0,36,SHAH ALAM S 1 & S 7,"POLYGON ((101.504932 3.088378, 101.505134 3.083104, 101.50548 3.081923, 101.506085 3.080799, 101.507526 3.079502, 101.506287 3.078004, 101.505826 3.077456, 101.505105 3.075266, 101.50499 3.074315, 101.505451 3.07224, 101.507526 3.069589, 101.508131 3.067976, 101.508448 3.06665, 101.508851 3.066679, 101.508851 3.065872, 101.509024 3.065469, 101.508794 3.064863, 101.509341 3.062933, 101.508044 3.062673, 101.5045 3.062183, 101.503607 3.062097, 101.50061 3.062327, 101.49801 3.06218, 101.491405 3.063563, 101.488915 3.063011, 101.487532 3.062521, 101.493665 3.07858, 101.492166 3.078638, 101.490783 3.078436, 101.48793 3.076995, 101.486374 3.075468, 101.483781 3.078292, 101.493233 3.086822, 101.497353 3.090654, 101.497267 3.089761, 101.496921 3.088695, 101.497094 3.087513, 101.499313 3.0876, 101.501417 3.089069, 101.503232 3.089041, 101.504932 3.088378))"
369,"98, Jalan 14/1, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",Millennium Square PJ SS 14,3.1049449,101.6351259,13,1558,3408.0,36,JALAN SEMANGAT,"POLYGON ((101.639357 3.104454, 101.63903 3.104623, 101.633354 3.103977, 101.634777 3.105828, 101.633427 3.111593, 101.632497 3.112725, 101.628357 3.115967, 101.629035 3.116576, 101.629825 3.117269, 101.637251 3.109677, 101.640057 3.108254, 101.63966 3.107615, 101.639191 3.106111, 101.639094 3.105343, 101.639357 3.104454))"
370,"99, Jalan Setiakasih, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Want to Buy - DESA DAMANSARA,3.1516709,101.64748840000001,35,2717,3098.0,10,DAMANSARA HEIGHTS,"POLYGON ((101.644638 3.151158, 101.659302 3.163589, 101.66366 3.164976, 101.666442 3.164838, 101.666444 3.164842, 101.669015 3.164701, 101.670322 3.16654, 101.669023 3.164671, 101.668819 3.164079, 101.669226 3.163171, 101.669969 3.162621, 101.6704 3.161808, 101.67107 3.159274, 101.67186 3.154959, 101.673201 3.152616, 101.675978 3.148474, 101.675978 3.148474, 101.677782 3.147043, 101.678113 3.146377, 101.678157 3.146275, 101.678567 3.145386, 101.679093 3.144205, 101.679282 3.143096, 101.679414 3.142299, 101.678316 3.143081, 101.677814 3.1437, 101.677637 3.143818, 101.677342 3.143553, 101.676633 3.143435, 101.676338 3.143582, 101.675364 3.145204, 101.675364 3.145911, 101.67495 3.146147, 101.673799 3.145617, 101.67374 3.145292, 101.673976 3.144821, 101.673769 3.144585, 101.673474 3.144585, 101.672175 3.145233, 101.67182 3.145322, 101.671614 3.145263, 101.671436 3.145145, 101.6712 3.144909, 101.670669 3.144791, 101.670196 3.145793, 101.670403 3.146626, 101.669783 3.146774, 101.669163 3.146715, 101.668631 3.146567, 101.668454 3.14639, 101.6681 3.146626, 101.668248 3.147776, 101.66813 3.147835, 101.667657 3.147806, 101.667244 3.147363, 101.666919 3.14698, 101.667185 3.146479, 101.666742 3.146184, 101.665915 3.146508, 101.664941 3.146243, 101.664645 3.146007, 101.664793 3.145034, 101.665413 3.144946, 101.665561 3.14471, 101.664704 3.144621, 101.664202 3.144739, 101.663937 3.144533, 101.663641 3.143914, 101.662385 3.14338, 101.660032 3.147094, 101.661541 3.14848, 101.660607 3.149102, 101.659027 3.1497, 101.657758 3.150943, 101.656321 3.152545, 101.656489 3.153094, 101.656537 3.153596, 101.656393 3.15429, 101.655268 3.156728, 101.654598 3.156322, 101.653305 3.155557, 101.650695 3.153286, 101.65036 3.152473, 101.649546 3.150752, 101.648899 3.149317, 101.648923 3.148528, 101.649091 3.147955, 101.649402 3.147237, 101.648417 3.146405, 101.644638 3.151158))"
371,"A, Lorong Universiti, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",LATITUD3 @ JALAN UNIVERSITI ,3.1188892000000004,101.64837270000001,85,12703,1517.0,24,KAWASAN UNIVERSITI,"POLYGON ((101.643887 3.118594, 101.643814 3.118594, 101.643829 3.119242, 101.643829 3.119242, 101.644366 3.12055, 101.648403 3.125112, 101.648971 3.12613, 101.649746 3.125628, 101.650408 3.126674, 101.651786 3.125848, 101.655398 3.124884, 101.657162 3.124444, 101.656997 3.118498, 101.654957 3.11858, 101.65504 3.116874, 101.658761 3.116736, 101.659616 3.115717, 101.658563 3.113127, 101.655276 3.111054, 101.653945 3.110229, 101.65302 3.11002, 101.652603 3.109895, 101.652222 3.111021, 101.65029 3.116735, 101.65029 3.116735, 101.649563 3.117458, 101.648855 3.118162, 101.648855 3.118162, 101.64814 3.118337, 101.64719 3.118415, 101.645011 3.118594, 101.643887 3.118594))"
372,"A-12-01, Ritze Perdana, 2, Jalan PJU 8/3a, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",neo damansara VS ritze perdana II*Ritze Perdana for Sale/Rent*,3.1666111,101.6050679,0,1075,3477.0,5,DAMANSARA PERDANA,"POLYGON ((101.598595 3.149868, 101.599699 3.156887, 101.599477 3.158846, 101.598553 3.166978, 101.60254 3.173357, 101.602017 3.177891, 101.599491 3.179999, 101.60104 3.181361, 101.603036 3.182239, 101.610398 3.183483, 101.611629 3.18349, 101.615876 3.182527, 101.619104 3.18242, 101.61916 3.182418, 101.619253 3.182415, 101.619142 3.180903, 101.61914 3.180881, 101.619137 3.180844, 101.619063 3.179837, 101.619063 3.179837, 101.619164 3.179672, 101.619643 3.178896, 101.619642 3.178893, 101.619141 3.176321, 101.619125 3.176239, 101.618864 3.17488, 101.619103 3.173772, 101.618706 3.173331, 101.618706 3.173331, 101.618584 3.172901, 101.618446 3.172416, 101.618033 3.171589, 101.617978 3.17148, 101.617772 3.171066, 101.617747 3.170917, 101.617549 3.169713, 101.617551 3.168077, 101.617551 3.167672, 101.617548 3.167642, 101.617499 3.167159, 101.617104 3.165652, 101.617324 3.163846, 101.616055 3.162068, 101.615413 3.159166, 101.615397 3.159092, 101.615389 3.158236, 101.615405 3.156847, 101.615405 3.156847, 101.615404 3.156822, 101.615361 3.156181, 101.615317 3.155531, 101.615317 3.155531, 101.607327 3.155487, 101.604892 3.155258, 101.601584 3.151674, 101.60016 3.150158, 101.598595 3.149868))"
373,"A-12-02, Empire Office, Empire Subang, Jalan SS16/1, SS16, Subang Jaya, 47500 Petaling Jaya, Selangor, Malaysia",Empire RemixEmpire Remix development @USJ 1,3.057887,101.6054511,2074,292745,1163.5,72,USJ 1,"POLYGON ((101.605316 3.043442, 101.594212 3.04317, 101.594237 3.058088, 101.593738 3.057922, 101.593297 3.057511, 101.592748 3.05703, 101.591994 3.056629, 101.591818 3.058186, 101.591945 3.059039, 101.593022 3.061674, 101.593003 3.062301, 101.59333 3.062754, 101.598663 3.062579, 101.604566 3.060052, 101.608043 3.05916, 101.609777 3.058484, 101.612499 3.056031, 101.609742 3.053486, 101.607224 3.045854, 101.605316 3.043442))"
374,"A-3-2, Blok A, No.1, Dataran Mentari, Jalan PJS 8/15, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",New projects in KL/Selangor,3.0780601,101.6116965,4,779,3069.0,2,PJS 8,"POLYGON ((101.613421 3.081073, 101.61354 3.075207, 101.613085 3.074994, 101.612387 3.075009, 101.609286 3.074384, 101.608808 3.074314, 101.608886 3.075049, 101.60964 3.075049, 101.609621 3.076058, 101.608915 3.076048, 101.609052 3.077047, 101.60916 3.078027, 101.610032 3.078056, 101.609954 3.080368, 101.610688 3.081093, 101.613421 3.081073))"
375,"A-L1-07, Level Block Komersial Vivo 9 Seputeh, No.29, Jalan Teluk Datok, Off, Jalan Klang Lama, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",9 SEPUTEH PHASE 2 | TRIA SEPUTEH,3.105444,101.6771198,170,32423,79.0,252,KAMPUNG PENGHULU MAT,"POLYGON ((101.676369 3.097968, 101.675178 3.097724, 101.67449 3.09825, 101.675175 3.098553, 101.676032 3.101693, 101.67615 3.10184, 101.676179 3.10299, 101.675648 3.10358, 101.676327 3.104907, 101.67674 3.107648, 101.676474 3.111275, 101.675825 3.112513, 101.675795 3.113486, 101.675559 3.115137, 101.67922 3.114813, 101.679165 3.114266, 101.678858 3.112994, 101.678579 3.11146, 101.678534 3.111217, 101.67847 3.110848, 101.678534 3.110269, 101.678714 3.10942, 101.67893 3.10779, 101.678804 3.107103, 101.678552 3.105894, 101.678046 3.103442, 101.677974 3.103099, 101.677749 3.102577, 101.677397 3.101834, 101.677099 3.101239, 101.676811 3.100456, 101.676369 3.097968))"
